,rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale
var_beta,0,-2511.6754141982597,97.476825163174,0.0,0.6627370053024864,54.87823785411821,0.0,False,log
invar_beta,1,-2512.7350735492923,95.75551090602085,1.0596593510327104,0.33726299469751364,54.88108170838485,2.509651786186323,False,log
