rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale
0,-2984.398527178739,131.35188260164932,0.0,0.9002964434126157,60.86823556578864,0.0,True,log
1,-2990.103311936526,126.50616857373461,5.7047847577871895,0.09970355658738428,60.964062157374066,3.828668082694533,True,log
