rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale
0,-3322.0221968316255,120.87387711254951,0.0,0.9280940757978908,60.5641080487482,0.0,False,log
1,-3349.5213323942266,132.5060134447017,27.49913556260109,0.07190592420210917,60.39179264783505,8.151372260964916,False,log
