rank,loo,p_loo,d_loo,weight,se,dse,warning,loo_scale
0,-3232.205076371408,123.78579124077987,0.0,0.7935350629109941,63.178322473820025,0.0,False,log
1,-3235.76132552727,115.16571957033739,3.5562491558620355,0.20646493708900593,63.127176645574366,3.500753177481711,False,log
