IP_Addresss,target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,correct_key,color,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,feedback_cond,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,RT,PT,accuracy,key,stim,acc00,acc0,time0,key0,stim0,y,exp,err00,err0,time,key_rep,stim_rep,key_stim_rep,time_rep
NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,1,Ontime,long,j,1,1.9682,8,2,34,2,1,NA,NA,NA,NA,NA,1968.2,594.0999999999999,1,j,j,1,1,261.4000000000001,j,j,1,memory_color_long,-0.5,-0.5,0.5941,TRUE,TRUE,TRUE,FALSE
NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,1,Ontime,long,f,1,1.9812,9,0,36,1,1,NA,NA,NA,NA,NA,1981.2,380.6,1,f,f,1,1,350.6,k,k,1,memory_color_long,-0.5,-0.5,0.38060000000000005,FALSE,FALSE,FALSE,FALSE
NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,1,Ontime,long,j,1,2.0801,9,1,37,2,1,NA,NA,NA,NA,NA,2080.1,360.0499999999999,1,j,j,1,1,380.6,f,f,1,memory_color_long,-0.5,-0.5,0.36004999999999987,FALSE,FALSE,FALSE,FALSE
NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,j,1,2.0226,0,0,0,2,1,NA,NA,NA,NA,NA,2022.6000000000001,681.3000000000001,1,j,j,1,1,271.39999999999986,k,k,1,memory_color_long,-0.5,-0.5,0.6813,FALSE,FALSE,FALSE,FALSE
NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,d,1,1.9728,0,2,2,0,1,NA,NA,NA,NA,NA,1972.8000000000002,856.4000000000001,1,d,d,1,1,632.35,j,j,1,memory_color_long,-0.5,-0.5,0.8564,FALSE,FALSE,FALSE,FALSE
NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,j,1,2.0663,0,3,3,2,1,NA,NA,NA,NA,NA,2066.3,493.15,1,j,j,1,1,856.4000000000001,d,d,1,memory_color_long,-0.5,-0.5,0.49315,FALSE,FALSE,FALSE,FALSE
NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,f,1,2.0428,1,0,4,1,1,NA,NA,NA,NA,NA,2042.8000000000002,346.40000000000003,1,f,f,1,1,493.15,j,j,1,memory_color_long,-0.5,-0.5,0.34640000000000004,FALSE,FALSE,FALSE,FALSE
NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,j,1,2.0049,1,2,6,2,1,NA,NA,NA,NA,NA,2004.9,717.4500000000002,1,j,j,1,1,682.8,f,f,1,memory_color_long,-0.5,-0.5,0.7174500000000001,FALSE,FALSE,FALSE,FALSE
NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,d,1,2.0206,2,1,9,0,1,NA,NA,NA,NA,NA,2020.6,840.3,1,d,d,1,0,192.09999999999994,j,d,1,memory_color_long,-0.5,0.5,0.8402999999999999,FALSE,TRUE,FALSE,FALSE
NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,j,0,2.0684,2,2,10,1,1,NA,NA,NA,NA,NA,2068.4,89.20000000000006,0,j,f,0,1,840.3,d,d,0,memory_color_long,0.5,-0.5,0.08920000000000006,FALSE,FALSE,FALSE,FALSE
NA,1.19,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,j,1,1.9187,3,0,12,2,1,NA,NA,NA,NA,NA,1918.7,364.3500000000001,1,j,j,0,1,387.1,k,k,1,memory_color_long,0.5,-0.5,0.36435000000000006,FALSE,FALSE,FALSE,FALSE
NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,d,1,2.0476,3,1,13,0,1,NA,NA,NA,NA,NA,2047.6000000000001,433.80000000000007,1,d,d,1,1,364.3500000000001,j,j,1,memory_color_long,-0.5,-0.5,0.4338000000000001,FALSE,FALSE,FALSE,FALSE
NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,d,1,1.9301,5,0,20,0,1,NA,NA,NA,NA,NA,1930.1,590.05,1,d,d,1,1,241.50000000000006,j,j,1,memory_color_long,-0.5,-0.5,0.59005,FALSE,FALSE,FALSE,FALSE
NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,f,1,2,7,1,29,1,1,NA,NA,NA,NA,NA,2000,920,1,f,f,1,1,433.94999999999993,d,d,1,memory_color_long,-0.5,-0.5,0.92,FALSE,FALSE,FALSE,FALSE
NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,d,1,1.9758,7,3,31,0,1,NA,NA,NA,NA,NA,1975.8,747.9,1,d,d,1,1,235.29999999999995,k,k,1,memory_color_long,-0.5,-0.5,0.7479,FALSE,FALSE,FALSE,FALSE
NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,k,1,2.0324,8,0,32,3,1,NA,NA,NA,NA,NA,2032.4,716.1999999999999,1,k,k,1,1,747.9,d,d,1,memory_color_long,-0.5,-0.5,0.7162,FALSE,FALSE,FALSE,FALSE
NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,f,1,1.9111,8,2,34,1,1,NA,NA,NA,NA,NA,1911.1,355.55,1,f,f,1,1,210.35000000000002,f,f,1,memory_color_long,-0.5,-0.5,0.35555000000000003,TRUE,TRUE,TRUE,FALSE
NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,2,Ontime,long,j,0,2.0502,9,0,36,3,1,NA,NA,NA,NA,NA,2050.2,270.0999999999999,0,j,k,1,0,232.39999999999995,d,f,0,memory_color_long,-0.5,0.5,0.2700999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,d,1,1.9153,0,1,1,0,1,NA,NA,NA,NA,NA,1915.3,587.65,1,d,d,0,0,546.2,f,j,1,memory_color_long,0.5,0.5,0.58765,FALSE,FALSE,FALSE,FALSE
NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,j,1,2.0057,0,2,2,2,1,NA,NA,NA,NA,NA,2005.7,237.85,1,j,j,0,1,587.65,d,d,1,memory_color_long,0.5,-0.5,0.23785,FALSE,FALSE,FALSE,FALSE
NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,k,1,1.9852,0,3,3,3,1,NA,NA,NA,NA,NA,1985.2,482.6,1,k,k,1,1,237.85,j,j,1,memory_color_long,-0.5,-0.5,0.48260000000000003,FALSE,FALSE,FALSE,FALSE
NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,j,1,2.0297,1,0,4,2,1,NA,NA,NA,NA,NA,2029.7,339.84999999999997,1,j,j,1,1,482.6,k,k,1,memory_color_long,-0.5,-0.5,0.33985,FALSE,FALSE,FALSE,FALSE
NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,f,1,2.0452,1,1,5,1,1,NA,NA,NA,NA,NA,2045.1999999999998,717.6,1,f,f,1,1,339.84999999999997,j,j,1,memory_color_long,-0.5,-0.5,0.7176,FALSE,FALSE,FALSE,FALSE
NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,j,1,1.9427,3,0,12,2,1,NA,NA,NA,NA,NA,1942.7,196.35000000000002,1,j,j,1,1,261.6000000000001,f,f,1,memory_color_long,-0.5,-0.5,0.19635000000000002,FALSE,FALSE,FALSE,FALSE
NA,1.57,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,j,1,2.0647,3,1,13,2,1,NA,NA,NA,NA,NA,2064.7000000000003,247.35000000000008,1,j,j,1,1,196.35000000000002,j,j,1,memory_color_long,-0.5,-0.5,0.24735000000000007,TRUE,TRUE,TRUE,FALSE
NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,d,1,1.9422,4,2,18,0,1,NA,NA,NA,NA,NA,1942.1999999999998,736.1,1,d,d,1,1,680.8,k,k,1,memory_color_long,-0.5,-0.5,0.7361,FALSE,FALSE,FALSE,FALSE
NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,d,1,1.907,4,3,19,0,1,NA,NA,NA,NA,NA,1907,893.5,1,d,d,1,1,736.1,d,d,1,memory_color_long,-0.5,-0.5,0.8935,TRUE,TRUE,TRUE,FALSE
NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,f,1,1.9422,5,0,20,1,1,NA,NA,NA,NA,NA,1942.1999999999998,626.1,1,f,f,1,1,893.5,d,d,1,memory_color_long,-0.5,-0.5,0.6261,FALSE,FALSE,FALSE,FALSE
NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,d,1,1.9551,5,1,21,0,1,NA,NA,NA,NA,NA,1955.1000000000001,677.5500000000001,1,d,d,1,1,626.1,f,f,1,memory_color_long,-0.5,-0.5,0.6775500000000001,FALSE,FALSE,FALSE,FALSE
NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,j,0,1.9482,5,2,22,1,1,NA,NA,NA,NA,NA,1948.1999999999998,674.0999999999999,0,j,f,1,1,677.5500000000001,d,d,0,memory_color_long,-0.5,-0.5,0.6740999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,k,1,1.9648,6,0,24,3,1,NA,NA,NA,NA,NA,1964.8000000000002,727.4000000000001,1,k,k,0,1,489.24999999999994,k,k,1,memory_color_long,0.5,-0.5,0.7274,TRUE,TRUE,TRUE,FALSE
NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,k,1,1.9502,6,1,25,3,1,NA,NA,NA,NA,NA,1950.2,280.1,1,k,k,1,1,727.4000000000001,k,k,1,memory_color_long,-0.5,-0.5,0.2801,TRUE,TRUE,TRUE,FALSE
NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,j,0,1.9803,7,1,29,1,1,NA,NA,NA,NA,NA,1980.3,280.15000000000003,0,j,f,0,1,566.8499999999999,k,k,0,memory_color_long,0.5,-0.5,0.28015,FALSE,FALSE,FALSE,FALSE
NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,f,0,1.9991,7,2,30,2,1,NA,NA,NA,NA,NA,1999.1000000000001,824.5500000000001,0,f,j,1,0,280.15000000000003,j,f,0,memory_color_long,-0.5,0.5,0.8245500000000001,FALSE,FALSE,TRUE,FALSE
NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,k,1,1.9762,7,3,31,3,1,NA,NA,NA,NA,NA,1976.2,663.1,1,k,k,0,0,824.5500000000001,f,j,1,memory_color_long,0.5,0.5,0.6631,FALSE,FALSE,FALSE,FALSE
NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,3,Ontime,long,j,1,2.0028,9,3,39,2,1,NA,NA,NA,NA,NA,2002.8000000000002,366.40000000000003,1,j,j,0,1,778.8000000000001,f,f,1,memory_color_long,0.5,-0.5,0.36640000000000006,FALSE,FALSE,FALSE,FALSE
NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,4,Ontime,long,d,1,1.9672,0,0,0,0,1,NA,NA,NA,NA,NA,1967.2,978.6,1,d,d,1,1,366.40000000000003,j,j,1,memory_color_long,-0.5,-0.5,0.9786,FALSE,FALSE,FALSE,FALSE
NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,4,Ontime,long,k,0,2.069,0,2,2,0,1,NA,NA,NA,NA,NA,2069,339.5,0,k,d,1,1,685.0500000000001,f,f,0,memory_color_long,-0.5,-0.5,0.3395,FALSE,FALSE,FALSE,FALSE
NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,4,Ontime,long,k,1,1.9415,0,3,3,3,1,NA,NA,NA,NA,NA,1941.5,400.75000000000006,1,k,k,1,0,339.5,k,d,1,memory_color_long,-0.5,0.5,0.40075000000000005,TRUE,FALSE,TRUE,FALSE
NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,4,Ontime,long,f,1,1.9482,1,0,4,1,1,NA,NA,NA,NA,NA,1948.1999999999998,589.0999999999999,1,f,f,0,1,400.75000000000006,k,k,1,memory_color_long,0.5,-0.5,0.5891,FALSE,FALSE,FALSE,FALSE
NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,4,Ontime,long,j,1,1.9105,2,0,8,2,1,NA,NA,NA,NA,NA,1910.5,430.25,1,j,j,1,1,277.15000000000003,j,j,1,memory_color_long,-0.5,-0.5,0.43025,TRUE,TRUE,TRUE,FALSE
NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,4,Ontime,long,d,1,1.9002,2,1,9,0,1,NA,NA,NA,NA,NA,1900.1999999999998,675.0999999999999,1,d,d,1,1,430.25,j,j,1,memory_color_long,-0.5,-0.5,0.6750999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,j,red,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,4,Ontime,long,j,1,1.914,2,2,10,2,1,NA,NA,NA,NA,NA,1914,551.9999999999999,1,j,j,1,1,675.0999999999999,d,d,1,memory_color_long,-0.5,-0.5,0.5519999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,55ae64defdf99b3f864653e7,2021-09-27_16h09.33.908,forced_choiceRT_color,2021.2.3,Win32,60.150375940000004,NA,NA,NA,NA,NA,NA,NA,4,Ontime,long,d,1,1.9473,2,3,11,0,1,NA,NA,NA,NA,NA,1947.3,678.65,1,d,d,1,1,551.9999999999999,j,j,1,memory_color_long,-0.5,-0.5,0.67865,FALSE,FALSE,FALSE,FALSE
