IP_Addresss,target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,correct_key,color,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,feedback_cond,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,RT,PT,accuracy,key,stim,acc00,acc0,time0,key0,stim0,y,exp,err00,err0,time,key_rep,stim_rep,key_stim_rep,time_rep
NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,1,2.03,0,3,3,0,1,NA,NA,NA,NA,NA,2029.9999999999998,464.9999999999999,1,d,d,1,0,236,d,k,1,memory_color_short,-0.5,0.5,0.4649999999999999,TRUE,FALSE,TRUE,FALSE
NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,j,1,1.997,1,1,5,2,1,NA,NA,NA,NA,NA,1997,823.5000000000001,1,j,j,1,0,262.50000000000006,k,f,1,memory_color_short,-0.5,0.5,0.8235000000000001,FALSE,FALSE,FALSE,FALSE
NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,1,2.015,1,2,6,0,1,NA,NA,NA,NA,NA,2015.0000000000002,432.5000000000001,1,d,d,0,1,823.5000000000001,j,j,1,memory_color_short,0.5,-0.5,0.4325000000000001,FALSE,FALSE,FALSE,FALSE
NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,k,1,2.057,2,0,8,3,1,NA,NA,NA,NA,NA,2057,703.5,1,k,k,1,0,150.49999999999997,k,f,1,memory_color_short,-0.5,0.5,0.7035,TRUE,FALSE,TRUE,FALSE
NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,j,1,2.036,2,2,10,2,1,NA,NA,NA,NA,NA,2036,493,1,j,j,1,1,233.49999999999994,k,k,1,memory_color_short,-0.5,-0.5,0.493,FALSE,FALSE,FALSE,FALSE
NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,1,2.047,2,3,11,0,1,NA,NA,NA,NA,NA,2047.0000000000002,923.5000000000001,1,d,d,1,1,493,j,j,1,memory_color_short,-0.5,-0.5,0.9235000000000001,FALSE,FALSE,FALSE,FALSE
NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,1,1.964,3,0,12,0,1,NA,NA,NA,NA,NA,1964,397,1,d,d,1,1,923.5000000000001,d,d,1,memory_color_short,-0.5,-0.5,0.397,TRUE,TRUE,TRUE,FALSE
NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,f,1,2.095,4,0,16,1,1,NA,NA,NA,NA,NA,2095,742.5000000000001,1,f,f,1,0,250.50000000000006,f,k,1,memory_color_short,-0.5,0.5,0.7425000000000002,TRUE,FALSE,TRUE,FALSE
NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,k,1,2.045,4,2,18,3,1,NA,NA,NA,NA,NA,2045,152.49999999999997,1,k,k,1,0,202.49999999999991,d,k,1,memory_color_short,-0.5,0.5,0.15249999999999997,FALSE,TRUE,FALSE,FALSE
NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,f,1,1.967,5,0,20,1,1,NA,NA,NA,NA,NA,1967,853.5,1,f,f,1,1,934.5000000000001,f,f,1,memory_color_short,-0.5,-0.5,0.8535,TRUE,TRUE,TRUE,FALSE
NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,f,1,2.055,5,1,21,1,1,NA,NA,NA,NA,NA,2055,52.5000000000001,1,f,f,1,1,853.5,f,f,1,memory_color_short,-0.5,-0.5,0.0525000000000001,TRUE,TRUE,TRUE,FALSE
NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,j,1,1.992,5,3,23,2,1,NA,NA,NA,NA,NA,1992,851,1,j,j,1,1,239.50000000000006,f,f,1,memory_color_short,-0.5,-0.5,0.851,FALSE,FALSE,FALSE,FALSE
NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,k,1,2.061,6,0,24,3,1,NA,NA,NA,NA,NA,2061,670.5,1,k,k,1,1,851,j,j,1,memory_color_short,-0.5,-0.5,0.6705,FALSE,FALSE,FALSE,FALSE
NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,1,1.957,6,1,25,0,1,NA,NA,NA,NA,NA,1957,403.50000000000006,1,d,d,1,1,670.5,k,k,1,memory_color_short,-0.5,-0.5,0.4035000000000001,FALSE,FALSE,FALSE,FALSE
NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,j,1,2.049,6,3,27,2,1,NA,NA,NA,NA,NA,2049,924.5,1,j,j,1,1,631,d,d,1,memory_color_short,-0.5,-0.5,0.9245,FALSE,FALSE,FALSE,FALSE
NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,j,1,1.963,7,0,28,2,1,NA,NA,NA,NA,NA,1963,951.5,1,j,j,1,1,924.5,j,j,1,memory_color_short,-0.5,-0.5,0.9515,TRUE,TRUE,TRUE,FALSE
NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,1,1.964,7,1,29,0,1,NA,NA,NA,NA,NA,1964,687,1,d,d,1,1,951.5,j,j,1,memory_color_short,-0.5,-0.5,0.687,FALSE,FALSE,FALSE,FALSE
NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,1,1.973,7,2,30,0,1,NA,NA,NA,NA,NA,1973,461.5,1,d,d,1,1,687,d,d,1,memory_color_short,-0.5,-0.5,0.4615,TRUE,TRUE,TRUE,FALSE
NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,j,1,2.009,7,3,31,2,1,NA,NA,NA,NA,NA,2009,784.5,1,j,j,1,1,461.5,d,d,1,memory_color_short,-0.5,-0.5,0.7845,FALSE,FALSE,FALSE,FALSE
NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,f,1,1.934,8,1,33,1,1,NA,NA,NA,NA,NA,1934,907,1,f,f,1,1,544.9999999999999,f,f,1,memory_color_short,-0.5,-0.5,0.907,TRUE,TRUE,TRUE,FALSE
NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,k,1,1.976,8,2,34,3,1,NA,NA,NA,NA,NA,1976,633,1,k,k,1,1,907,f,f,1,memory_color_short,-0.5,-0.5,0.633,FALSE,FALSE,FALSE,FALSE
NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,0,2.073,8,3,35,2,1,NA,NA,NA,NA,NA,2073,271.49999999999994,0,d,j,1,1,633,k,k,0,memory_color_short,-0.5,-0.5,0.27149999999999996,FALSE,FALSE,FALSE,FALSE
NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,j,1,1.981,9,1,37,2,1,NA,NA,NA,NA,NA,1981,890.5000000000001,1,j,j,0,0,207.50000000000014,f,j,1,memory_color_short,0.5,0.5,0.8905000000000001,FALSE,TRUE,FALSE,FALSE
NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,d,1,2.01,9,2,38,0,1,NA,NA,NA,NA,NA,2009.9999999999998,499.9999999999999,1,d,d,0,1,890.5000000000001,j,j,1,memory_color_short,0.5,-0.5,0.4999999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,1,Ontime,short,j,1,2.014,9,3,39,2,1,NA,NA,NA,NA,NA,2013.9999999999998,611.9999999999999,1,j,j,1,1,499.9999999999999,d,d,1,memory_color_short,-0.5,-0.5,0.6119999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,f,1,2.011,0,1,1,1,1,NA,NA,NA,NA,NA,2011.0000000000002,680.5000000000001,1,f,f,1,1,392.49999999999994,j,j,1,memory_color_short,-0.5,-0.5,0.6805000000000001,FALSE,FALSE,FALSE,FALSE
NA,1.88,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,0,2.086,0,2,2,2,1,NA,NA,NA,NA,NA,2086,102.99999999999999,0,d,j,1,1,680.5000000000001,f,f,0,memory_color_short,-0.5,-0.5,0.10299999999999998,FALSE,FALSE,FALSE,FALSE
NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,0,2.069,0,3,3,1,1,NA,NA,NA,NA,NA,2069,419.5,0,d,f,1,0,102.99999999999999,d,j,0,memory_color_short,-0.5,0.5,0.4195,TRUE,FALSE,FALSE,FALSE
NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,1,1.987,1,1,5,0,1,NA,NA,NA,NA,NA,1987,198.5,1,d,d,0,1,-955.5,j,j,1,memory_color_short,0.5,-0.5,0.1985,FALSE,FALSE,FALSE,TRUE
NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,j,0,1.974,1,2,6,3,1,NA,NA,NA,NA,NA,1974,262,0,j,k,1,1,198.5,d,d,0,memory_color_short,-0.5,-0.5,0.262,FALSE,FALSE,FALSE,FALSE
NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,1,2.006,2,0,8,3,1,NA,NA,NA,NA,NA,2005.9999999999998,692.9999999999999,1,k,k,0,0,-21.5,k,j,1,memory_color_short,0.5,0.5,0.6929999999999998,TRUE,FALSE,TRUE,TRUE
NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,j,0,2.089,2,1,9,1,1,NA,NA,NA,NA,NA,2089,539.5,0,j,f,0,1,692.9999999999999,k,k,0,memory_color_short,0.5,-0.5,0.5395,FALSE,FALSE,FALSE,FALSE
NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,f,1,2.029,2,2,10,1,1,NA,NA,NA,NA,NA,2029,534.5,1,f,f,1,0,539.5,j,f,1,memory_color_short,-0.5,0.5,0.5345,FALSE,TRUE,FALSE,FALSE
NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,f,1,1.96,2,3,11,1,1,NA,NA,NA,NA,NA,1960,454.99999999999994,1,f,f,0,1,534.5,f,f,1,memory_color_short,0.5,-0.5,0.45499999999999996,TRUE,TRUE,TRUE,FALSE
NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,0,1.999,3,0,12,0,1,NA,NA,NA,NA,NA,1999,249.50000000000006,0,k,d,1,1,454.99999999999994,f,f,0,memory_color_short,-0.5,-0.5,0.24950000000000006,FALSE,FALSE,FALSE,FALSE
NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,0,2.092,3,2,14,2,1,NA,NA,NA,NA,NA,2092,146.00000000000003,0,d,j,0,0,-669.9999999999999,f,d,0,memory_color_short,0.5,0.5,0.14600000000000002,FALSE,FALSE,FALSE,TRUE
NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,f,1,1.981,3,3,15,1,1,NA,NA,NA,NA,NA,1981,925.5,1,f,f,0,0,146.00000000000003,d,j,1,memory_color_short,0.5,0.5,0.9255,FALSE,FALSE,FALSE,FALSE
NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,1,2.08,4,0,16,3,1,NA,NA,NA,NA,NA,2080,495,1,k,k,0,1,925.5,f,f,1,memory_color_short,0.5,-0.5,0.495,FALSE,FALSE,FALSE,FALSE
NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,1,1.98,4,2,18,0,1,NA,NA,NA,NA,NA,1980,540,1,d,d,1,0,87.49999999999991,k,j,1,memory_color_short,-0.5,0.5,0.54,FALSE,FALSE,FALSE,TRUE
NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,1,2.017,4,3,19,3,1,NA,NA,NA,NA,NA,2017,293.5,1,k,k,0,1,540,d,d,1,memory_color_short,0.5,-0.5,0.2935,FALSE,FALSE,FALSE,FALSE
NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,1,1.97,5,0,20,0,1,NA,NA,NA,NA,NA,1970,615,1,d,d,1,1,293.5,k,k,1,memory_color_short,-0.5,-0.5,0.615,FALSE,FALSE,FALSE,FALSE
NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,0,2.032,5,1,21,1,1,NA,NA,NA,NA,NA,2032,901,0,k,f,1,1,615,d,d,0,memory_color_short,-0.5,-0.5,0.901,FALSE,FALSE,FALSE,FALSE
NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,j,1,1.919,5,2,22,2,1,NA,NA,NA,NA,NA,1919,949.5,1,j,j,1,0,901,k,f,1,memory_color_short,-0.5,0.5,0.9495,FALSE,FALSE,FALSE,FALSE
NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,f,1,2.025,5,3,23,1,1,NA,NA,NA,NA,NA,2025,437.5,1,f,f,0,1,949.5,j,j,1,memory_color_short,0.5,-0.5,0.4375,FALSE,FALSE,FALSE,FALSE
NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,1,2.057,6,0,24,3,1,NA,NA,NA,NA,NA,2057,318.5,1,k,k,1,1,437.5,f,f,1,memory_color_short,-0.5,-0.5,0.3185,FALSE,FALSE,FALSE,FALSE
NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,1,1.96,6,1,25,0,1,NA,NA,NA,NA,NA,1960,429.99999999999994,1,d,d,1,1,318.5,k,k,1,memory_color_short,-0.5,-0.5,0.42999999999999994,FALSE,FALSE,FALSE,FALSE
NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,j,1,2.013,6,2,26,2,1,NA,NA,NA,NA,NA,2013,306.5,1,j,j,1,1,429.99999999999994,d,d,1,memory_color_short,-0.5,-0.5,0.3065,FALSE,FALSE,FALSE,FALSE
NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,1,1.942,7,0,28,3,1,NA,NA,NA,NA,NA,1942,876,1,k,k,1,0,127,k,f,1,memory_color_short,-0.5,0.5,0.876,TRUE,FALSE,TRUE,FALSE
NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,1,2.04,7,1,29,0,1,NA,NA,NA,NA,NA,2040,410.00000000000006,1,d,d,0,1,876,k,k,1,memory_color_short,0.5,-0.5,0.41000000000000003,FALSE,FALSE,FALSE,FALSE
NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,j,1,1.922,7,2,30,2,1,NA,NA,NA,NA,NA,1922,800.9999999999999,1,j,j,1,1,410.00000000000006,d,d,1,memory_color_short,-0.5,-0.5,0.8009999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,f,blue,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,j,0,1.972,8,1,33,1,1,NA,NA,NA,NA,NA,1972,616,0,j,f,1,1,304.99999999999994,k,k,0,memory_color_short,-0.5,-0.5,0.616,FALSE,FALSE,FALSE,FALSE
NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,1,1.998,8,2,34,3,1,NA,NA,NA,NA,NA,1998,989,1,k,k,1,0,616,j,f,1,memory_color_short,-0.5,0.5,0.989,FALSE,FALSE,FALSE,FALSE
NA,1.57,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,k,1,2.004,8,3,35,3,1,NA,NA,NA,NA,NA,2004,216.99999999999997,1,k,k,0,1,989,k,k,1,memory_color_short,0.5,-0.5,0.21699999999999997,TRUE,TRUE,TRUE,FALSE
NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,1,1.995,9,0,36,0,1,NA,NA,NA,NA,NA,1995,492.50000000000006,1,d,d,1,1,216.99999999999997,k,k,1,memory_color_short,-0.5,-0.5,0.49250000000000005,FALSE,FALSE,FALSE,FALSE
NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,j,red,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,j,1,1.918,9,1,37,2,1,NA,NA,NA,NA,NA,1918,819,1,j,j,1,1,492.50000000000006,d,d,1,memory_color_short,-0.5,-0.5,0.819,FALSE,FALSE,FALSE,FALSE
NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,2,Ontime,short,d,1,2.04,9,3,39,0,1,NA,NA,NA,NA,NA,2040,265,1,d,d,1,1,525.5000000000001,d,d,1,memory_color_short,-0.5,-0.5,0.265,TRUE,TRUE,TRUE,FALSE
NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,3,Ontime,short,k,1,2.071,0,0,0,3,1,NA,NA,NA,NA,NA,2071,855.5000000000001,1,k,k,1,1,265,d,d,1,memory_color_short,-0.5,-0.5,0.8555000000000001,FALSE,FALSE,FALSE,FALSE
NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,d,orange,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,3,Ontime,short,d,1,2.067,0,1,1,0,1,NA,NA,NA,NA,NA,2067,373.50000000000006,1,d,d,1,1,855.5000000000001,k,k,1,memory_color_short,-0.5,-0.5,0.37350000000000005,FALSE,FALSE,FALSE,FALSE
NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,k,purple,558812eefdf99b14f004b722,2021-09-27_16h11.00.912,forced_choiceRT_color,2021.2.3,Win32,30.0120048,NA,NA,NA,NA,NA,NA,NA,3,Ontime,short,k,1,1.954,0,3,3,3,1,NA,NA,NA,NA,NA,1954,887,1,k,k,1,1,297.5,k,k,1,memory_color_short,-0.5,-0.5,0.887,TRUE,TRUE,TRUE,FALSE
