IP_Addresss,target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,RT,PT,PT_scale,accuracy,key,stim,acc00,acc0,time0,key0,stim0,y,exp,err00,err0,time,key_rep,stim_rep,key_stim_rep,time_rep
NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,f,1,1.985,5,2,22,0,1,NA,NA,NA,NA,NA,1985,172.50000000000009,2,1,f,f,1,1,489,g,g,1,memory,-0.5,-0.5,0.1725000000000001,FALSE,FALSE,FALSE,FALSE
NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,j,1,1.968,5,3,23,3,1,NA,NA,NA,NA,NA,1968,303.99999999999994,2,1,j,j,1,1,172.50000000000009,f,f,1,memory,-0.5,-0.5,0.30399999999999994,FALSE,FALSE,FALSE,FALSE
NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,g,1,1.958,6,0,24,1,1,NA,NA,NA,NA,NA,1958,614,2,1,g,g,1,1,303.99999999999994,j,j,1,memory,-0.5,-0.5,0.614,FALSE,FALSE,FALSE,FALSE
NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,j,1,2.024,6,1,25,3,1,NA,NA,NA,NA,NA,2024,341.99999999999994,2,1,j,j,1,1,614,g,g,1,memory,-0.5,-0.5,0.34199999999999997,FALSE,FALSE,FALSE,FALSE
NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,j,1,2.002,6,2,26,3,1,NA,NA,NA,NA,NA,2001.9999999999998,355.9999999999999,2,1,j,j,1,1,341.99999999999994,j,j,1,memory,-0.5,-0.5,0.35599999999999987,TRUE,TRUE,TRUE,FALSE
NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,f,1,1.953,6,3,27,0,1,NA,NA,NA,NA,NA,1953,741.5,2,1,f,f,1,1,355.9999999999999,j,j,1,memory,-0.5,-0.5,0.7415,FALSE,FALSE,FALSE,FALSE
NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,f,1,2.001,7,1,29,0,1,NA,NA,NA,NA,NA,2001,680.4999999999999,2,1,f,f,1,1,205.5000000000001,j,j,1,memory,-0.5,-0.5,0.6804999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,f,1,2.002,7,2,30,0,1,NA,NA,NA,NA,NA,2001.9999999999998,805.9999999999998,2,1,f,f,1,1,680.4999999999999,f,f,1,memory,-0.5,-0.5,0.8059999999999998,TRUE,TRUE,TRUE,FALSE
NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,h,1,2.003,7,3,31,2,1,NA,NA,NA,NA,NA,2003,671.5,2,1,h,h,1,1,805.9999999999998,f,f,1,memory,-0.5,-0.5,0.6715,FALSE,FALSE,FALSE,FALSE
NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,f,1,2.04,8,0,32,0,1,NA,NA,NA,NA,NA,2040,900,2,1,f,f,1,1,671.5,h,h,1,memory,-0.5,-0.5,0.9,FALSE,FALSE,FALSE,FALSE
NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,j,1,1.934,8,1,33,3,1,NA,NA,NA,NA,NA,1934,426.99999999999994,2,1,j,j,1,1,900,f,f,1,memory,-0.5,-0.5,0.42699999999999994,FALSE,FALSE,FALSE,FALSE
NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,g,1,1.976,8,2,34,1,1,NA,NA,NA,NA,NA,1976,917.9999999999999,2,1,g,g,1,1,426.99999999999994,j,j,1,memory,-0.5,-0.5,0.9179999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,f,1,2.084,9,1,37,0,1,NA,NA,NA,NA,NA,2084,622.0000000000001,2,1,f,f,1,1,709.0000000000001,h,h,1,memory,-0.5,-0.5,0.6220000000000001,FALSE,FALSE,FALSE,FALSE
NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,h,1,2.024,9,2,38,2,1,NA,NA,NA,NA,NA,2024,867,2,1,h,h,1,1,622.0000000000001,f,f,1,memory,-0.5,-0.5,0.867,FALSE,FALSE,FALSE,FALSE
NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,8,Ontime,g,1,2.06,9,3,39,1,1,NA,NA,NA,NA,NA,2060,315.00000000000006,2,1,g,g,1,1,867,h,h,1,memory,-0.5,-0.5,0.31500000000000006,FALSE,FALSE,FALSE,FALSE
NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,1,2.058,0,2,2,3,1,NA,NA,NA,NA,NA,2058,328.99999999999994,2,1,j,j,1,1,65.5,j,j,1,memory,-0.5,-0.5,0.32899999999999996,TRUE,TRUE,TRUE,TRUE
NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,f,1,2.085,0,3,3,0,1,NA,NA,NA,NA,NA,2085,712.4999999999999,2,1,f,f,1,1,328.99999999999994,j,j,1,memory,-0.5,-0.5,0.7124999999999999,FALSE,FALSE,FALSE,FALSE
NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,f,0,1.923,1,0,4,3,1,NA,NA,NA,NA,NA,1923,206.50000000000003,2,0,f,j,1,1,712.4999999999999,f,f,0,memory,-0.5,-0.5,0.20650000000000002,TRUE,FALSE,FALSE,FALSE
NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,0,2.011,1,1,5,1,1,NA,NA,NA,NA,NA,2011.0000000000002,200.5,2,0,j,g,1,0,206.50000000000003,f,j,0,memory,-0.5,0.5,0.2005,FALSE,FALSE,FALSE,FALSE
NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,h,1,1.973,1,2,6,2,1,NA,NA,NA,NA,NA,1973,551.5000000000001,2,1,h,h,0,0,200.5,j,g,1,memory,0.5,0.5,0.5515000000000001,FALSE,FALSE,FALSE,FALSE
NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,g,1,1.941,1,3,7,1,1,NA,NA,NA,NA,NA,1941,540.5,2,1,g,g,0,1,551.5000000000001,h,h,1,memory,0.5,-0.5,0.5405,FALSE,FALSE,FALSE,FALSE
NA,1.63,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,g,1,2.094,2,1,9,1,1,NA,NA,NA,NA,NA,2094,231.99999999999997,2,1,g,g,1,1,419.5,h,h,1,memory,-0.5,-0.5,0.23199999999999998,FALSE,FALSE,FALSE,FALSE
NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,f,1,2.041,2,2,10,0,1,NA,NA,NA,NA,NA,2041,485.49999999999994,2,1,f,f,1,1,231.99999999999997,g,g,1,memory,-0.5,-0.5,0.48549999999999993,FALSE,FALSE,FALSE,FALSE
NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,h,1,1.923,2,3,11,2,1,NA,NA,NA,NA,NA,1923,756.5000000000001,2,1,h,h,1,1,485.49999999999994,f,f,1,memory,-0.5,-0.5,0.7565000000000001,FALSE,FALSE,FALSE,FALSE
NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,f,1,1.934,3,1,13,0,1,NA,NA,NA,NA,NA,1934,441.99999999999994,2,1,f,f,1,0,155.00000000000003,g,f,1,memory,-0.5,0.5,0.44199999999999995,FALSE,TRUE,FALSE,FALSE
NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,h,0,2.056,4,1,17,0,1,NA,NA,NA,NA,NA,2056,143.00000000000003,2,0,h,f,1,1,227.50000000000003,g,g,0,memory,-0.5,-0.5,0.14300000000000002,FALSE,FALSE,FALSE,FALSE
NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,h,1,1.923,4,2,18,2,1,NA,NA,NA,NA,NA,1923,331.5,2,1,h,h,1,0,143.00000000000003,h,f,1,memory,-0.5,0.5,0.3315,TRUE,FALSE,TRUE,FALSE
NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,f,1,1.952,4,3,19,0,1,NA,NA,NA,NA,NA,1952,21.000000000000018,2,1,f,f,0,1,331.5,h,h,1,memory,0.5,-0.5,0.02100000000000002,FALSE,FALSE,FALSE,FALSE
NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,g,1,2.052,5,0,20,1,1,NA,NA,NA,NA,NA,2052,716,2,1,g,g,1,1,21.000000000000018,f,f,1,memory,-0.5,-0.5,0.716,FALSE,FALSE,FALSE,TRUE
NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,f,1,1.985,5,1,21,0,1,NA,NA,NA,NA,NA,1985,317.5,2,1,f,f,1,1,716,g,g,1,memory,-0.5,-0.5,0.3175,FALSE,FALSE,FALSE,FALSE
NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,h,0,1.976,5,2,22,3,1,NA,NA,NA,NA,NA,1976,8.000000000000007,2,0,h,j,1,1,317.5,f,f,0,memory,-0.5,-0.5,0.008000000000000007,FALSE,FALSE,FALSE,FALSE
NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,1,1.967,5,3,23,3,1,NA,NA,NA,NA,NA,1967,948.5,2,1,j,j,1,0,8.000000000000007,h,j,1,memory,-0.5,0.5,0.9485,FALSE,TRUE,FALSE,TRUE
NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,1,2.084,6,0,24,3,1,NA,NA,NA,NA,NA,2084,947.0000000000001,2,1,j,j,0,1,948.5,j,j,1,memory,0.5,-0.5,0.9470000000000001,TRUE,TRUE,TRUE,FALSE
NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,1,2.007,6,1,25,3,1,NA,NA,NA,NA,NA,2007.0000000000002,553.5000000000001,2,1,j,j,1,1,947.0000000000001,j,j,1,memory,-0.5,-0.5,0.5535000000000001,TRUE,TRUE,TRUE,FALSE
NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,1,2.034,6,2,26,3,1,NA,NA,NA,NA,NA,2033.9999999999998,791.9999999999999,2,1,j,j,1,1,553.5000000000001,j,j,1,memory,-0.5,-0.5,0.7919999999999999,TRUE,TRUE,TRUE,FALSE
NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,h,1,2.022,6,3,27,2,1,NA,NA,NA,NA,NA,2021.9999999999998,360.9999999999999,2,1,h,h,1,1,791.9999999999999,j,j,1,memory,-0.5,-0.5,0.3609999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,1,1.927,7,2,30,3,1,NA,NA,NA,NA,NA,1927,883.5000000000001,2,1,j,j,1,1,264.9999999999999,f,f,1,memory,-0.5,-0.5,0.8835000000000001,FALSE,FALSE,FALSE,FALSE
NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,0,2.045,7,3,31,0,1,NA,NA,NA,NA,NA,2045,72.50000000000001,2,0,j,f,1,1,883.5000000000001,j,j,0,memory,-0.5,-0.5,0.07250000000000001,TRUE,FALSE,FALSE,FALSE
NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,g,1,1.934,8,0,32,1,1,NA,NA,NA,NA,NA,1934,832,2,1,g,g,1,0,72.50000000000001,j,f,1,memory,-0.5,0.5,0.832,FALSE,FALSE,FALSE,TRUE
NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,g,1,1.954,8,2,34,1,1,NA,NA,NA,NA,NA,1954,282,2,1,g,g,1,1,582.0000000000001,h,h,1,memory,-0.5,-0.5,0.282,FALSE,FALSE,FALSE,FALSE
NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,j,1,2.057,9,0,36,3,1,NA,NA,NA,NA,NA,2057,643.5,2,1,j,j,1,1,822.5,f,f,1,memory,-0.5,-0.5,0.6435,FALSE,FALSE,FALSE,FALSE
NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,g,1,2.018,9,2,38,1,1,NA,NA,NA,NA,NA,2017.9999999999998,608.9999999999999,2,1,g,g,1,1,744,h,h,1,memory,-0.5,-0.5,0.6089999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,9,Ontime,h,1,2.076,9,3,39,2,1,NA,NA,NA,NA,NA,2076,578.0000000000001,2,1,h,h,1,1,608.9999999999999,g,g,1,memory,-0.5,-0.5,0.5780000000000001,FALSE,FALSE,FALSE,FALSE
NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,f,1,2.002,0,1,1,0,1,NA,NA,NA,NA,NA,2001.9999999999998,990.9999999999999,2,1,f,f,1,0,-31.49999999999997,j,g,1,memory,-0.5,0.5,0.9909999999999999,FALSE,FALSE,FALSE,TRUE
NA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,j,1,2.051,0,2,2,3,1,NA,NA,NA,NA,NA,2051,110.50000000000004,2,1,j,j,0,1,990.9999999999999,f,f,1,memory,0.5,-0.5,0.11050000000000004,FALSE,FALSE,FALSE,FALSE
NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,f,1,2.026,0,3,3,0,1,NA,NA,NA,NA,NA,2025.9999999999998,922.9999999999999,2,1,f,f,1,1,110.50000000000004,j,j,1,memory,-0.5,-0.5,0.9229999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,h,1,2.068,1,0,4,2,1,NA,NA,NA,NA,NA,2068,764,2,1,h,h,1,1,922.9999999999999,f,f,1,memory,-0.5,-0.5,0.764,FALSE,FALSE,FALSE,FALSE
NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,g,1,1.96,1,2,6,1,1,NA,NA,NA,NA,NA,1960,395,2,1,g,g,1,1,322.5,j,j,1,memory,-0.5,-0.5,0.395,FALSE,FALSE,FALSE,FALSE
NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,g,1,2.05,2,1,9,1,1,NA,NA,NA,NA,NA,2050,974.9999999999999,2,1,g,g,0,1,1000.5,g,g,1,memory,0.5,-0.5,0.9749999999999999,TRUE,TRUE,TRUE,FALSE
NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,g,1,1.989,2,2,10,1,1,NA,NA,NA,NA,NA,1989,439.5,2,1,g,g,1,1,974.9999999999999,g,g,1,memory,-0.5,-0.5,0.4395,TRUE,TRUE,TRUE,FALSE
NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,j,1,2.09,2,3,11,3,1,NA,NA,NA,NA,NA,2090,760,2,1,j,j,1,1,439.5,g,g,1,memory,-0.5,-0.5,0.76,FALSE,FALSE,FALSE,FALSE
NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,h,1,2.035,3,0,12,2,1,NA,NA,NA,NA,NA,2035.0000000000002,462.5,2,1,h,h,1,1,760,j,j,1,memory,-0.5,-0.5,0.4625,FALSE,FALSE,FALSE,FALSE
NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,h,1,2.034,3,2,14,2,1,NA,NA,NA,NA,NA,2033.9999999999998,781.9999999999999,2,1,h,h,1,1,301.99999999999994,g,g,1,memory,-0.5,-0.5,0.7819999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,h,1,2.093,3,3,15,2,1,NA,NA,NA,NA,NA,2093,901.5,2,1,h,h,1,1,781.9999999999999,h,h,1,memory,-0.5,-0.5,0.9015,TRUE,TRUE,TRUE,FALSE
NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,f,1,2.021,4,0,16,0,1,NA,NA,NA,NA,NA,2021,555.4999999999999,2,1,f,f,1,1,901.5,h,h,1,memory,-0.5,-0.5,0.5554999999999999,FALSE,FALSE,FALSE,FALSE
NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,g,0,2.058,4,1,17,0,1,NA,NA,NA,NA,NA,2058,143.99999999999991,2,0,g,f,1,1,555.4999999999999,f,f,0,memory,-0.5,-0.5,0.1439999999999999,FALSE,TRUE,TRUE,FALSE
NA,0.92,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,5dd2e29b2c5c102e6454227a,2021-09-08_13h56.06.896,forced_choiceRT,2021.1.2,Win32,60.0240096,NA,NA,NA,NA,NA,NA,NA,10,Ontime,j,1,1.901,4,2,18,3,1,NA,NA,NA,NA,NA,1901,490.5,2,1,j,j,1,0,143.99999999999991,g,f,1,memory,-0.5,0.5,0.4905,FALSE,FALSE,FALSE,FALSE
