IP_Addresss,target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,RT,PT,PT_scale,accuracy,key,stim,acc00,acc0,time0,key0,stim0,y,exp,err00,err0,time,key_rep,stim_rep,key_stim_rep,time_rep
NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,1,Ontime,h,1,1.9646,8,0,32,2,1,NA,NA,NA,NA,NA,1964.6,637.3,2,1,h,h,0,1,463.95000000000005,g,g,1,memory,0.5,-0.5,0.6373,FALSE,FALSE,FALSE,FALSE
NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,1,Ontime,g,1,2.071,9,0,36,1,1,NA,NA,NA,NA,NA,2071,150.50000000000009,2,1,g,g,0,1,303.4,h,h,1,memory,0.5,-0.5,0.15050000000000008,FALSE,FALSE,FALSE,FALSE
NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,1,Ontime,g,1,1.9148,9,1,37,1,1,NA,NA,NA,NA,NA,1914.8,557.4,2,1,g,g,1,1,150.50000000000009,g,g,1,memory,-0.5,-0.5,0.5574,TRUE,TRUE,TRUE,FALSE
NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,f,1,2.0049,0,1,1,0,1,NA,NA,NA,NA,NA,2004.9,947.45,2,1,f,f,1,1,248.1,f,f,1,memory,-0.5,-0.5,0.94745,TRUE,TRUE,TRUE,FALSE
NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,f,1,1.987,0,2,2,0,1,NA,NA,NA,NA,NA,1987,938.5,2,1,f,f,1,1,947.45,f,f,1,memory,-0.5,-0.5,0.9385,TRUE,TRUE,TRUE,FALSE
NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,g,1,1.9854,0,3,3,1,1,NA,NA,NA,NA,NA,1985.4,757.7,2,1,g,g,1,1,938.5,f,f,1,memory,-0.5,-0.5,0.7577,FALSE,FALSE,FALSE,FALSE
NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,f,1,2.0542,1,0,4,0,1,NA,NA,NA,NA,NA,2054.2,642.0999999999999,2,1,f,f,1,1,757.7,g,g,1,memory,-0.5,-0.5,0.6420999999999999,FALSE,FALSE,FALSE,FALSE
NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,1,1.9688,2,0,8,3,1,NA,NA,NA,NA,NA,1968.8000000000002,794.4,2,1,j,j,1,1,847.5999999999999,g,g,1,memory,-0.5,-0.5,0.7944,FALSE,FALSE,FALSE,FALSE
NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,h,1,1.9512,2,2,10,2,1,NA,NA,NA,NA,NA,1951.2,730.6,2,1,h,h,1,1,255.59999999999994,f,f,1,memory,-0.5,-0.5,0.7306,FALSE,FALSE,FALSE,FALSE
NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,f,1,1.9862,3,0,12,0,1,NA,NA,NA,NA,NA,1986.2,553.0999999999999,2,1,f,f,1,0,145.49999999999997,h,f,1,memory,-0.5,0.5,0.5530999999999999,FALSE,TRUE,FALSE,FALSE
NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,g,1,1.9192,3,1,13,1,1,NA,NA,NA,NA,NA,1919.2,659.5999999999999,2,1,g,g,0,1,553.0999999999999,f,f,1,memory,0.5,-0.5,0.6596,FALSE,FALSE,FALSE,FALSE
NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,g,0,1.9523,3,2,14,3,1,NA,NA,NA,NA,NA,1952.3,111.14999999999998,2,0,g,j,1,1,659.5999999999999,g,g,0,memory,-0.5,-0.5,0.11114999999999997,TRUE,FALSE,FALSE,FALSE
NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,g,1,1.9188,3,3,15,1,1,NA,NA,NA,NA,NA,1918.8,654.4000000000001,2,1,g,g,1,0,111.14999999999998,g,j,1,memory,-0.5,0.5,0.6544000000000001,TRUE,FALSE,TRUE,FALSE
NA,1.99,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,h,0,2.0179,4,0,16,1,1,NA,NA,NA,NA,NA,2017.9,13.950000000000017,2,0,h,g,0,1,654.4000000000001,g,g,0,memory,0.5,-0.5,0.013950000000000016,FALSE,TRUE,TRUE,FALSE
NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,1,1.9242,4,2,18,3,1,NA,NA,NA,NA,NA,1924.1999999999998,372.09999999999997,2,1,j,j,0,0,108.0500000000001,j,h,1,memory,0.5,0.5,0.3721,TRUE,FALSE,TRUE,FALSE
NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,h,1,2.0215,4,3,19,2,1,NA,NA,NA,NA,NA,2021.5,505.75000000000006,2,1,h,h,0,1,372.09999999999997,j,j,1,memory,0.5,-0.5,0.50575,FALSE,FALSE,FALSE,FALSE
NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,0,2.0695,5,0,20,2,1,NA,NA,NA,NA,NA,2069.5,109.75000000000001,2,0,j,h,1,1,505.75000000000006,h,h,0,memory,-0.5,-0.5,0.10975000000000001,FALSE,TRUE,TRUE,FALSE
NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,1,1.9915,5,1,21,3,1,NA,NA,NA,NA,NA,1991.5,950.75,2,1,j,j,1,0,109.75000000000001,j,h,1,memory,-0.5,0.5,0.95075,TRUE,FALSE,TRUE,FALSE
NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,1,2.0836,5,2,22,3,1,NA,NA,NA,NA,NA,2083.6,476.8000000000001,2,1,j,j,0,1,950.75,j,j,1,memory,0.5,-0.5,0.4768000000000001,TRUE,TRUE,TRUE,FALSE
NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,h,1,1.917,5,3,23,2,1,NA,NA,NA,NA,NA,1917,718.5,2,1,h,h,1,1,476.8000000000001,j,j,1,memory,-0.5,-0.5,0.7185,FALSE,FALSE,FALSE,FALSE
NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,h,1,1.9573,6,0,24,2,1,NA,NA,NA,NA,NA,1957.3,523.65,2,1,h,h,1,1,718.5,h,h,1,memory,-0.5,-0.5,0.52365,TRUE,TRUE,TRUE,FALSE
NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,1,1.9841,7,2,30,3,1,NA,NA,NA,NA,NA,1984.1,282.05,2,1,j,j,1,1,800.35,g,g,1,memory,-0.5,-0.5,0.28205,FALSE,FALSE,FALSE,FALSE
NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,f,1,2.0187,7,3,31,0,1,NA,NA,NA,NA,NA,2018.7,869.3499999999999,2,1,f,f,1,1,282.05,j,j,1,memory,-0.5,-0.5,0.86935,FALSE,FALSE,FALSE,FALSE
NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,1,1.9188,8,0,32,3,1,NA,NA,NA,NA,NA,1918.8,604.4000000000001,2,1,j,j,1,1,869.3499999999999,f,f,1,memory,-0.5,-0.5,0.6044,FALSE,FALSE,FALSE,FALSE
NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,g,1,2.0354,8,1,33,1,1,NA,NA,NA,NA,NA,2035.4,987.7,2,1,g,g,1,1,604.4000000000001,j,j,1,memory,-0.5,-0.5,0.9877,FALSE,FALSE,FALSE,FALSE
NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,h,0,1.9857,8,2,34,3,1,NA,NA,NA,NA,NA,1985.7,182.84999999999997,2,0,h,j,1,1,987.7,g,g,0,memory,-0.5,-0.5,0.18284999999999996,FALSE,FALSE,FALSE,FALSE
NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,1,1.9026,9,1,37,3,1,NA,NA,NA,NA,NA,1902.6000000000001,256.30000000000007,2,1,j,j,0,1,411.25000000000006,g,g,1,memory,0.5,-0.5,0.2563000000000001,FALSE,FALSE,FALSE,FALSE
NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,2,Ontime,j,1,1.9027,9,3,39,3,1,NA,NA,NA,NA,NA,1902.7,701.35,2,1,j,j,1,1,110.70000000000002,h,h,1,memory,-0.5,-0.5,0.70135,FALSE,FALSE,FALSE,FALSE
NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,j,1,1.9683,0,1,1,3,1,NA,NA,NA,NA,NA,1968.3,824.15,2,1,j,j,1,1,320.90000000000003,h,h,1,memory,-0.5,-0.5,0.8241499999999999,FALSE,FALSE,FALSE,FALSE
NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,f,1,2.0053,0,2,2,0,1,NA,NA,NA,NA,NA,2005.3000000000002,947.65,2,1,f,f,1,1,824.15,j,j,1,memory,-0.5,-0.5,0.94765,FALSE,FALSE,FALSE,FALSE
NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,f,1,2.0877,0,3,3,0,1,NA,NA,NA,NA,NA,2087.7,808.8499999999999,2,1,f,f,1,1,947.65,f,f,1,memory,-0.5,-0.5,0.80885,TRUE,TRUE,TRUE,FALSE
NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,h,1,1.9685,1,0,4,2,1,NA,NA,NA,NA,NA,1968.5,624.25,2,1,h,h,1,1,808.8499999999999,f,f,1,memory,-0.5,-0.5,0.62425,FALSE,FALSE,FALSE,FALSE
NA,1.68,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,h,1,2.0319,1,2,6,2,1,NA,NA,NA,NA,NA,2031.8999999999999,175.94999999999993,2,1,h,h,1,0,165.2499999999999,j,h,1,memory,-0.5,0.5,0.17594999999999994,FALSE,TRUE,FALSE,FALSE
NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,f.PNG,f,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,f,1,1.9317,1,3,7,0,1,NA,NA,NA,NA,NA,1931.7,890.85,2,1,f,f,0,1,175.94999999999993,h,h,1,memory,0.5,-0.5,0.89085,FALSE,FALSE,FALSE,FALSE
NA,1.13,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,h,1,1.9179,2,0,8,2,1,NA,NA,NA,NA,NA,1917.8999999999999,393.95000000000005,2,1,h,h,1,1,890.85,f,f,1,memory,-0.5,-0.5,0.39395,FALSE,FALSE,FALSE,FALSE
NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,g,1,1.9002,2,1,9,1,1,NA,NA,NA,NA,NA,1900.1999999999998,860.1,2,1,g,g,1,1,393.95000000000005,h,h,1,memory,-0.5,-0.5,0.8601,FALSE,FALSE,FALSE,FALSE
NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,h.PNG,h,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,h,1,1.9338,2,2,10,2,1,NA,NA,NA,NA,NA,1933.8,776.9,2,1,h,h,1,1,860.1,g,g,1,memory,-0.5,-0.5,0.7768999999999999,FALSE,FALSE,FALSE,FALSE
NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,g,1,1.9478,2,3,11,1,1,NA,NA,NA,NA,NA,1947.8,393.90000000000003,2,1,g,g,1,1,776.9,h,h,1,memory,-0.5,-0.5,0.39390000000000003,FALSE,FALSE,FALSE,FALSE
NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,g.PNG,g,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,g,1,1.9375,3,1,13,1,1,NA,NA,NA,NA,NA,1937.5,608.75,2,1,g,g,1,1,490.74999999999994,f,f,1,memory,-0.5,-0.5,0.60875,FALSE,FALSE,FALSE,FALSE
NA,1.97,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,h,0,2.0069,3,2,14,3,1,NA,NA,NA,NA,NA,2006.8999999999999,18.449999999999967,2,0,h,j,1,1,608.75,g,g,0,memory,-0.5,-0.5,0.018449999999999966,FALSE,FALSE,FALSE,FALSE
NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,j.PNG,j,55e49dccc70c7a000d2a57e5,2021-09-08_17h52.58.332,forced_choiceRT,2021.1.2,Win32,60.90875868,NA,NA,NA,NA,NA,NA,NA,3,Ontime,j,1,1.9483,4,0,16,3,1,NA,NA,NA,NA,NA,1948.3,384.15,2,1,j,j,0,1,-74.1,h,h,1,memory,0.5,-0.5,0.38415,FALSE,FALSE,FALSE,TRUE
