mu_loc,sigma_loc,beta_loc,alpha_loc,delta_mu_loc,delta_sigma_loc,delta_alpha_loc,delta_beta_loc,mu_post_err,sigma_post_err,beta_post_err,alpha_post_err,mu_post_cor,sigma_post_cor,beta_post_cor,alpha_post_cor,mu_diff,sigma_diff,beta_diff
-1.268149495504879,-2.1503528570608665,3.332121458115166,-1.514986624404457,0.116872164361521,-0.13465405001546027,0,0,0.22975176309170695,0.09817402657931591,0.9655144761621992,0.18020095114717952,0.2097247115680026,0.11075760025758279,0.9655144761621992,0.18020095114717952,0.020027051523704348,-0.012583573678266874,0.0
-1.2390520782983911,-2.0932419392930406,3.1456578630926733,-1.580778218285785,0.1018458713971965,0.3147726803178471,0,0,0.2335937040928018,0.12610386918855146,0.9587372881753754,0.17068529557054332,0.21585703999277664,0.09529528458128796,0.9587372881753754,0.17068529557054332,0.017736664100025168,0.030808584607263503,0.0
-1.2675010675672613,-2.1585376338425935,2.8472185690082683,-1.5714357550849174,0.0761639499189656,0.17178352052840798,0,0,0.22628311428272105,0.11178406407078373,0.9451747288697063,0.17201180981009606,0.2132268995542141,0.0958310582503763,0.9451747288697063,0.17201180981009606,0.01305621472850696,0.01595300582040743,0.0
-1.2486150241610388,-2.2707572874309756,2.9037992310709386,-1.2851794665790797,0.1388577024144192,0.24672233274400468,0,0,0.23519855605523238,0.10457479657045078,0.9480339272375704,0.2166698536714084,0.21114392573940677,0.08362229472763963,0.9480339272375704,0.2166698536714084,0.02405463031582561,0.020952501842811153,0.0
-1.2137745933476454,-2.187178890179932,3.158839113704101,-1.5350957955594176,0.12294984126890394,0.30039471502735066,0,0,0.24006928915187775,0.11537444895019235,0.9592555981876781,0.17724933308763455,0.21835994633788772,0.08807441994096696,0.9592555981876781,0.17724933308763455,0.021709342813990035,0.027300029009225388,0.0
-1.3911926387005762,-2.1545921665406396,3.2097567027599165,-1.604838859895799,0.08769848879264214,0.269253175015847,0,0,0.20630503370345252,0.11712255012411998,0.9611997928478364,0.16730640356391566,0.19231431581205868,0.09201980391551876,0.9611997928478364,0.16730640356391566,0.013990717891393833,0.02510274620860123,0.0
-1.2295417739213428,-2.1459552765986083,2.8855675335961957,-1.5718644317053645,0.10337203333208417,0.21191889458295424,0,0,0.23543795579515225,0.1150671567327853,0.9471283597506587,0.17195076466345505,0.21734129893457338,0.09518443266858503,0.9471283597506587,0.17195076466345505,0.018096656860578875,0.01988272406420026,0.0
-1.2395355897556897,-2.1013668282526226,3.0914373338497785,-1.3176204681663677,0.14555826179110598,0.0054329171747412135,0,0,0.23744176990089724,0.10922806733982339,0.9565381584213535,0.2112144579863565,0.21209976537758826,0.10870058035480054,0.9565381584213535,0.2112144579863565,0.02534200452330898,0.0005274869850228486,0.0
-1.2096567442315087,-2.100221703331093,3.25375853711547,-1.4656629109506059,0.11332518619980014,0.35372373215041103,0,0,0.23994261414137785,0.1274873690536539,0.9628079357780507,0.18760272537157507,0.21988797186365278,0.09303875704545261,0.9628079357780507,0.18760272537157507,0.020054642277725077,0.03444861200820129,0.0
-1.307619751212728,-1.976934962725752,3.292345168946843,-1.616579257045181,0.0956815946926235,0.19163286058820458,0,0,0.22101194642805638,0.1322604494225768,0.9641652693783064,0.16567717289238484,0.20497907267709256,0.11177358764480343,0.9641652693783064,0.16567717289238484,0.016032873750963822,0.020486861777773382,0.0
-1.2393656071962897,-2.171584800082189,2.9208039384592,-1.602862027563462,0.10454027610312314,0.20384717780061895,0,0,0.23377881121680996,0.11208074993388101,0.9488653201951721,0.16758198705860866,0.21557607265615625,0.09334087912834038,0.9488653201951721,0.16758198705860866,0.018202738560653714,0.018739870805540626,0.0
-1.24846042401626,-2.3713503104577422,2.867011696002165,-1.5037161932521077,0.0590611796081461,0.1554819916238422,0,0,0.22812483470426553,0.09165361961593352,0.9461914064928599,0.18187192074938774,0.217892391514976,0.07950502559929963,0.9461914064928599,0.18187192074938774,0.010232443189289536,0.012148594016633887,0.0
-1.340326665071535,-2.1519047171889034,3.1519094412290514,-1.7675175073104228,0.1602110975146288,-0.1785658379738826,0,0,0.22093583062650204,0.09611231662561882,0.9589838932093796,0.14585132286760583,0.19459383504085895,0.11278321819464567,0.9589838932093796,0.14585132286760583,0.026341995585643097,-0.01667090156902684,0.0
-1.2348842785167777,-2.0942919351763187,3.5124968626588506,-1.6924945289805515,0.141828299326827,0.17348752501438988,0,0,0.23794664068440993,0.11841268745098914,0.9710412589111324,0.1554480669179605,0.2131907684327721,0.10146646330050116,0.9710412589111324,0.1554480669179605,0.024755872251637834,0.01694622415048798,0.0
-1.2035163908149005,-2.119953913751572,2.909892478145062,-1.5556726421986646,0.12258898999335463,0.22560539019025072,0,0,0.2419126518461335,0.11845413220331359,0.9483332965120984,0.174268471888462,0.22014683682220412,0.09684725818700399,0.9483332965120984,0.174268471888462,0.02176581502392938,0.021606874016309605,0.0
