mu_loc,sigma_loc,beta_loc,alpha_loc,delta_mu_loc,delta_sigma_loc,delta_alpha_loc,delta_beta_loc,mu_post_err,sigma_post_err,beta_post_err,alpha_post_err,mu_post_cor,sigma_post_cor,beta_post_cor,alpha_post_cor,mu_diff,sigma_diff,beta_diff
-1.0649991460224972,-2.5549631648826403,3.781643382580642,-1.1444768953142386,0.08485840608159388,0.17968134935512775,0,0,0.26452710917916267,0.0783396803980522,0.9777223844644064,0.24149934612595864,0.24835063458495876,0.06630999519637996,0.9777223844644064,0.24149934612595864,0.016176474594203905,0.012029685201672233,0.0
-1.0798837568651567,-2.367001055149612,4.066644215661804,-1.295698779870839,0.012437472547987116,0.5738941792173743,0,0,0.2547067236322114,0.11105063920801395,0.9831538622747561,0.21488979521519097,0.25235291459694176,0.06574608429773454,0.9831538622747561,0.21488979521519097,0.0023538090352696606,0.045304554910279404,0.0
-1.0930783227906562,-2.578888098867611,3.435730409500623,-1.09638518720458,0.04629025155963168,0.1829867203659658,0,0,0.2554157884614582,0.07674659375557615,0.9688027297078465,0.25041781398024776,0.24671246680590328,0.06474386662543666,0.9688027297078465,0.25041781398024776,0.008703321655554902,0.012002727130139487,0.0
-1.0755067461081442,-2.405992259045947,3.809820641401226,-1.2172127323364572,0.026635440177271468,0.11378898665175965,0,0,0.2568913512678365,0.08713751354731895,0.9783279311782683,0.22842732983149086,0.2518397036995074,0.07850125868244182,0.9783279311782683,0.22842732983149086,0.0050516475683290984,0.008636254864877138,0.0
-1.100778197600538,-2.6944091843635674,3.45482555554278,-1.1928837916782036,-0.016035089202535106,0.3790861118408856,0,0,0.24809546760046886,0.0755177496279707,0.9693747236259609,0.23274356871414772,0.25109878597635926,0.05295258649390363,0.9693747236259609,0.23274356871414772,-0.003003318375890407,0.02256516313406707,0.0
-1.0227141032202296,-2.5821829062919823,4.080360314365983,-1.1945891044280277,0.03986907643999062,0.2656385575807211,0,0,0.2683952768304999,0.07948509833064742,0.9833795339773986,0.23243918299459132,0.26063926016616523,0.062093893992831994,0.9833795339773986,0.23243918299459132,0.007756016664334675,0.017391204337815422,0.0
-1.1091929888558996,-2.626894294869912,3.6569389606143474,-1.1862040076422504,-0.0011961515064411055,0.15123518875990685,0,0,0.24790984262763383,0.07234076229331196,0.9748380632156545,0.23393853329391676,0.24813293298057465,0.06282529782897266,0.9748380632156545,0.23393853329391676,-0.00022309035294082458,0.009515464464339304,0.0
-1.04779274781064,-2.5524917196641783,3.902222363798762,-1.1425715286754148,0.04966353825006553,0.3349741571819435,0,0,0.2644510392038254,0.08432333807000272,0.9802028657512897,0.24184853814054386,0.2549042941064542,0.06180469563269687,0.9802028657512897,0.24184853814054386,0.00954674509737119,0.022518642437305857,0.0
-1.0983592227882455,-2.663249658448718,3.646872883036105,-1.2286988502160994,0.08330731643922853,-0.0015457731311334065,0,0,0.25793952878066256,0.06512997957913462,0.9745899705460586,0.22640923850728398,0.2423179960355977,0.0652241620061955,0.9745899705460586,0.22640923850728398,0.015621532745064864,-9.418242706088487e-05,0.0
-1.0446264845705329,-2.5327208571121487,3.816707574232598,-1.178825520199041,0.02074269536329955,0.3000743716880135,0,0,0.26225998916742244,0.08450271989121093,0.9784734706028075,0.23526343653866544,0.25826653533281446,0.06399846348927375,0.9784734706028075,0.23526343653866544,0.003993453834607974,0.020504256401937176,0.0
-1.036552588929801,-2.7506398086486885,3.3886017509767226,-1.2188172349755844,0.08280968693279372,-0.04667313865169766,0,0,0.26989650143394267,0.058746751196799576,0.9673464065811427,0.22814466222332136,0.25389274819590185,0.06138134946849241,0.9673464065811427,0.22814466222332136,0.01600375323804082,-0.0026345982716928368,0.0
-1.1042600025084677,-2.450844063528546,4.037080692850128,-1.276482006182087,0.07346100956063631,0.35129090649328765,0,0,0.25587318922687824,0.0931979367573271,0.9826571624491667,0.21814965897076702,0.24213854908522314,0.06745293562261757,0.9826571624491667,0.21814965897076702,0.013734640141655097,0.025745001134709525,0.0
-1.0798033523286543,-2.7328319343248526,3.388029946855856,-1.285365887778394,-0.011954850685960033,0.5761243806294193,0,0,0.2524136177863421,0.07982186998514801,0.9673283399846493,0.21663821518571916,0.25467617978248386,0.046490822406791935,0.9673283399846493,0.21663821518571916,-0.0022625619961417764,0.033331047578356074,0.0
-1.0732752102734777,-2.524100743125941,3.951722902713845,-1.1780564161106366,0.006156926666223884,0.45391797192234595,0,0,0.2553656701453838,0.09135995625667681,0.9811409440480474,0.23540183772918694,0.254196670072791,0.060026828548607,0.9811409440480474,0.23540183772918694,0.0011690000725927963,0.03133312770806981,0.0
-1.0524225283346875,-2.4865023112489872,3.5493398547681796,-1.2147274115789752,0.03930615044420742,0.44595276174369153,0,0,0.2625475403118473,0.09418911455512288,0.9720595023723702,0.22886565897474404,0.25500856220402635,0.06241635164588051,0.9720595023723702,0.22886565897474404,0.007538978107820948,0.03177276290924237,0.0
-1.0247358783009615,-2.5756591843961774,3.828319023990958,-1.2419350099300352,-0.016806233034862818,0.1783704265424312,0,0,0.26247599728182675,0.07681186160342772,0.9787166901658312,0.22409934885144628,0.2657423493524494,0.06507995644213183,0.9787166901658312,0.22409934885144628,-0.0032663520706226468,0.011731905161295894,0.0
-1.0514656791546657,-2.593798623528044,3.6033501909204286,-1.2152324793322098,0.0630862274201993,0.38235246253509114,0,0,0.26504248412061765,0.08297294443497642,0.9734896040801899,0.2287765337086478,0.2529370529465685,0.05814152746772013,0.9734896040801899,0.2287765337086478,0.012105431174049164,0.02483141696725629,0.0
-1.0988595626951136,-2.2794094079840135,3.925606521342693,-1.383605616682409,0.022791236363218597,0.19244605088429523,0,0,0.25209613492748,0.10127055116373025,0.9806515810522136,0.20043054613917755,0.24782331801794738,0.08504981843138294,0.9806515810522136,0.20043054613917755,0.0042728169095326285,0.01622073273234731,0.0
-1.1039471817155024,-2.3885183671549477,3.493735186939879,-1.2474876191526247,0.04144163360520825,0.276776965922512,0,0,0.25289594276406696,0.09533826194436343,0.9705089897780704,0.22313534694985723,0.24514644469709465,0.07399330488949143,0.9705089897780704,0.22313534694985723,0.00774949806697231,0.021344957054871994,0.0
-1.0118201236186621,-2.430795861899208,3.416999411152676,-1.268661477066182,0.06393588321296219,0.4974973006327846,0,0,0.27292111496328814,0.10137427971554092,0.9682316055776046,0.21948647124311182,0.260419745761864,0.06419123245268102,0.9682316055776046,0.21948647124311182,0.01250136920142414,0.0371830472628599,0.0
-1.0784391697298936,-2.3731276910014087,3.847998089368583,-1.2867657180133638,0.012740620571488795,0.4030849829418137,0,0,0.25500984344723676,0.10233132578751128,0.979122772915066,0.2164007496888697,0.25259694668167976,0.07078650278842949,0.979122772915066,0.2164007496888697,0.0024128967655570044,0.03154482299908179,0.0
-1.0544973525390118,-2.43190613379597,3.6579540793849095,-1.261775381841851,-0.03303165320054222,0.467414380531405,0,0,0.2552104532702478,0.09991234121417387,0.9748629508764693,0.22066842152656263,0.26153964757214015,0.06503318710027478,0.9748629508764693,0.22066842152656263,-0.006329194301892382,0.034879154113899094,0.0
-1.0614624857547117,-2.5100939454987135,3.509936300360073,-1.1567097726589362,0.1039730543748704,0.24333089106949715,0,0,0.26708241903575036,0.08405934792576114,0.9709691686493891,0.2392656505752642,0.24722844523837365,0.06712219919538127,0.9709691686493891,0.2392656505752642,0.019853973797376717,0.016937148730379867,0.0
-1.0196732466305651,-2.7426340501939386,3.8795028768877637,-1.087530017886623,0.08410494214910158,0.18362958328049453,0,0,0.2733641287986386,0.06593853288321556,0.9797571457723355,0.2520836774150363,0.2569798059455533,0.05549076563989977,0.9797571457723355,0.2520836774150363,0.016384322853085276,0.010447767243315795,0.0
-1.0070666400592536,-2.321356464869162,3.75197380360075,-1.1044046561845609,0.08149277232970235,0.25089333461279806,0,0,0.2756145609159082,0.1001183924265433,0.9770668991211875,0.24891550457189207,0.2596452808967837,0.07967264448244607,0.9770668991211875,0.24891550457189207,0.01596928001912451,0.02044574794409723,0.0
-1.0622098222658665,-2.281482218851165,3.8897143758132597,-1.2697147964443136,0.1055082995754754,0.24794937071554474,0,0,0.2670863900443019,0.10363175355731834,0.9799586821724172,0.2193060781425686,0.24694660941793678,0.08275752564096957,0.9799586821724172,0.2193060781425686,0.020139780626365122,0.02087422791634877,0.0
-1.0235669511634369,-2.719669767974992,3.721319863795348,-1.1812143112510145,0.042109490113395445,0.25928843479937763,0,0,0.2684477784735692,0.06978312428261539,0.9763698925335265,0.23483393009107034,0.260259219416888,0.05471678901875768,0.9763698925335265,0.23483393009107034,0.0081885590566812,0.015066335263857714,0.0
-1.027418639349661,-2.3165492330524113,3.9074943815592267,-1.2255360637457844,-0.021333673538274422,0.505891036322951,0,0,0.2615195714791884,0.11268500185525178,0.9803049117711152,0.2269636738289495,0.26566059273376197,0.07112767789715532,0.9803049117711152,0.2269636738289495,-0.004141021254573551,0.041557323958096457,0.0
-1.0832834076347477,-2.621509152843714,3.7086448868715594,-1.2624687451927643,0.05080817128722579,0.1872614224075731,0,0,0.25771492755218384,0.07392676064234659,0.9760756864746428,0.22054920424287228,0.24811566134981006,0.06208587629529987,0.9760756864746428,0.22054920424287228,0.00959926620237378,0.011840884347046714,0.0
-1.080580819105611,-2.0864499882535092,4.043178950609152,-1.278204815080445,-0.07599736503143352,0.6395334386975235,0,0,0.24627486646840635,0.14595528192385385,0.982760784027812,0.21785595870726698,0.2606520762828748,0.08269986822121912,0.982760784027812,0.21785595870726698,-0.014377209814468439,0.06325541370263472,0.0
-1.0872455472366789,-2.415597535726542,3.754273309233568,-1.3704385735497822,0.042402510046779064,0.40925903570501293,0,0,0.25615607799360807,0.09876987218933646,0.9771183680584395,0.20254899751761554,0.24816056601160283,0.06784793225730605,0.9771183680584395,0.20254899751761554,0.007995511982005238,0.030921939932030407,0.0
-1.0684110693665625,-2.5659812005132276,3.61257326005276,-1.159702439215475,0.02293639007105406,0.13957590184182564,0,0,0.25789410870474627,0.07612547863087088,0.9737265926957108,0.2387213577069806,0.2535288654333199,0.06687155617794663,0.9737265926957108,0.2387213577069806,0.0043652432714263445,0.009253922452924251,0.0
-1.042088319450996,-2.565374243073726,3.955947149273939,-1.2254665426504001,0.09188560159894264,0.3443879224087705,0,0,0.2696999329992469,0.08369421456284148,0.9812189482815662,0.22697587161762917,0.25198921256710055,0.06079260301312694,0.9812189482815662,0.22697587161762917,0.017710720432146332,0.022901611549714547,0.0
-1.0692000871395537,-2.4782262654664406,4.008305743715967,-1.1963685317034225,0.022463691027525656,0.10975848573974936,0,0,0.2576979177753905,0.08140960720765977,0.9821599061357431,0.23212186438340976,0.25342428612070683,0.07356970334070163,0.9821599061357431,0.23212186438340976,0.004273631654683641,0.00783990386695814,0.0
-1.0191907371515976,-2.6006641354357534,3.390062847506082,-1.18778459526483,0.07624583784465583,0.3799139433888528,0,0,0.2726799565721141,0.08235985723118863,0.9673925272273731,0.23365539326653878,0.25782315310863685,0.0578331028249313,0.9673925272273731,0.23365539326653878,0.01485680346347723,0.02452675440625733,0.0
-0.9612890381438227,-2.3606199657075058,3.5778338782973598,-1.18603367522321,0.07880188661204736,0.4851807572953778,0,0,0.2845733382132561,0.10735675164189522,0.9728230727485793,0.23396906017084307,0.26880578441269676,0.06893209361211501,0.9728230727485793,0.23396906017084307,0.01576755380055933,0.038424658029780207,0.0
-1.0542200813298148,-2.510984002538596,3.6469468834805543,-0.9698637884522437,-0.0022420072428147838,0.5568459180916082,0,0,0.25820078560911613,0.09686436522003422,0.9745918030553361,0.2749076528934284,0.25863043703681926,0.05789929524323194,0.9745918030553361,0.2749076528934284,-0.00042965142770312603,0.03896506997680228,0.0
-0.998880972804101,-2.423165661499745,3.8742092184687174,-1.18332885573205,-0.02149366193616563,0.20981131600497313,0,0,0.2670526964791915,0.08962192402551623,0.9796518891443494,0.2344541870967424,0.271280777066063,0.07391355700142768,0.9796518891443494,0.2344541870967424,-0.004228080586871519,0.01570836702408855,0.0
-0.9986111447442808,-2.544031280011178,3.9235037602247056,-1.185912419134674,-0.009031331817890646,0.24089059672851454,0,0,0.2683270974176748,0.0813917391394635,0.9806116427908713,0.23399079330222455,0.27010390327646205,0.06510233982399473,0.9806116427908713,0.23399079330222455,-0.001776805858787256,0.016289399315468772,0.0
-1.0168577749135415,-2.594385848899863,3.664091220214479,-1.2755609120603062,0.07855859493947627,0.16676507719428382,0,0,0.27337253081469187,0.07509039803211742,0.9750129051217626,0.21830680192392093,0.2580483569827715,0.06429800816175878,0.9750129051217626,0.21830680192392093,0.015324173831920362,0.010792389870358646,0.0
-1.1110473964307013,-2.467614922226386,3.334800615048219,-1.3321382347507296,0.029234837304747897,0.21174224832039024,0,0,0.25040940649241333,0.08613682836223564,0.965603570930398,0.2088058960661838,0.24496203098947492,0.07086442985287263,0.965603570930398,0.2088058960661838,0.0054473755029384174,0.015272398509363017,0.0
-0.9544335825183256,-2.597271883578633,3.731577122660547,-1.1695830155240012,0.1256319982767326,0.23957598802544353,0,0,0.29077612783716417,0.0774517947777123,0.9766053924184028,0.23693036444747678,0.2655634948100857,0.06197416552457684,0.9766053924184028,0.23693036444747678,0.02521263302707849,0.015477629253135464,0.0
-1.0983017712508145,-2.543463716817146,3.704835321732757,-1.2268822950586427,0.029453608713861518,0.365991726809482,0,0,0.25283008372431326,0.08623732030143215,0.9759865642072029,0.2267275628003021,0.2473066996917377,0.06142997376373719,0.9759865642072029,0.2267275628003021,0.005523384032575546,0.02480734653769496,0.0
-1.0531736873543978,-2.5288446667555133,3.5542319933933855,-1.0910730586989288,0.008933223135692704,0.3558783170887174,0,0,0.2594734550339023,0.0869938247342525,0.9721920656039429,0.25141626830394864,0.25776065482167926,0.06257424283070064,0.9721920656039429,0.25141626830394864,0.0017128002122230312,0.024419581903551868,0.0
-1.109151694258581,-2.4359638294894204,3.492728643781112,-1.3687740877393255,0.0022937999760528085,0.33356952764798287,0,0,0.24824304367149677,0.09370790826113243,0.9704801675664755,0.20281798320810995,0.24781522555393043,0.06896173490587608,0.9704801675664755,0.20281798320810995,0.000427818117566342,0.02474617335525635,0.0
-1.018743238411398,-2.7130597028567616,3.6910909110279477,-0.9882187249075924,0.03576972050506276,0.23290036929297894,0,0,0.26877268745703675,0.06935694500239997,0.9756623231997426,0.2712640563721429,0.26180112834604574,0.055750192867164365,0.9756623231997426,0.2712640563721429,0.00697155911099101,0.013606752135235607,0.0
-1.061496019316656,-2.4102326447977624,3.4471288112210736,-1.1252708217321108,0.024204289256462484,0.5213550392207517,0,0,0.259341510499787,0.1043728023063796,0.9691454002037295,0.24503490960177543,0.25471941531830716,0.06471185977285775,0.9691454002037295,0.24503490960177543,0.004622095181479824,0.039660942533521856,0.0
-0.9717409202416736,-2.724418716492045,4.148366948563946,-1.1685987909782647,0.06442035141948817,0.10349917472607968,0,0,0.2809951397462009,0.06460548125560356,0.9844552724512254,0.23710835277135792,0.268165298315847,0.05862566456770692,0.9844552724512254,0.23710835277135792,0.012829841430353872,0.005979816687896641,0.0
-1.0163221864065048,-2.5290515065825927,3.3541954426756417,-1.114881946287241,0.07677341758833142,0.4952110897482734,0,0,0.2733016220424101,0.09267130021104315,0.9662419526545536,0.24696186357265687,0.2583218894053189,0.05859869704287718,0.9662419526545536,0.24696186357265687,0.014979732637091181,0.034072603168165974,0.0
-0.9915511164655544,-2.5361214560018066,3.7672829477414953,-0.9741311382627951,0.09542935106075402,0.3823809885444867,0,0,0.2801260511823722,0.08746953086235391,0.9774074399876678,0.27405784496689906,0.2612916846867481,0.06138084760045961,0.9774074399876678,0.27405784496689906,0.01883436649562409,0.026088683261894306,0.0
-1.060215628266807,-2.3800312525751144,3.500579336106835,-1.1424547414478132,-0.013023638933073062,0.5199549067928461,0,0,0.25602593112937205,0.1071629229244602,0.9707042486185645,0.2418699526379176,0.2585145023791298,0.06660749431464903,0.9707042486185645,0.2418699526379176,-0.002488571249757765,0.040555428609811164,0.0
-1.024795963665294,-2.721044578404958,3.7882108212314103,-1.198512922087219,0.05088662798011003,0.3600730146324959,0,0,0.26906871720476766,0.07303289854208282,0.9778649840631499,0.23173986502443153,0.2591791555875625,0.05210014702003412,0.9778649840631499,0.23173986502443153,0.009889561617205167,0.020932751522048702,0.0
-1.0407499666540163,-2.5455879180462824,3.5755789968683014,-1.2149488159398918,0.04036237847447339,0.30723600152392927,0,0,0.26491662439559366,0.08378708359290045,0.9727633938204691,0.22882658651295232,0.2571315498130048,0.06302022923580194,0.9727633938204691,0.22882658651295232,0.007785074582588869,0.020766854357098505,0.0
-1.0596451135175051,-2.7579952585375787,3.5411819330273957,-1.176183167569903,0.05198561804596592,0.2538637517939294,0,0,0.2623766417053506,0.06716579415319172,0.9718370793124778,0.23573916673756554,0.25244057564349104,0.05290371820911903,0.9718370793124778,0.23573916673756554,0.009936066061859539,0.014262075944072694,0.0
-1.114801533080771,-2.4204029618272402,3.404363342714432,-1.2876558762288444,0.07012096043532197,0.29414630456631796,0,0,0.253555023131731,0.09335599311079008,0.9678406225918614,0.21624984236223846,0.24051428778798367,0.07126116180258504,0.9678406225918614,0.21624984236223846,0.013040735343747334,0.02209483130820504,0.0
-1.0416070167598654,-2.4566595037514953,3.276741613017646,-1.1742376681467348,0.039969576818766936,0.029493728670850018,0,0,0.2647115305885983,0.08003197737580174,0.9636222351389648,0.23608986018674916,0.2570053761959818,0.07788716872678537,0.9636222351389648,0.23608986018674916,0.0077061543926165155,0.0021448086490163665,0.0
-1.0947356325020647,-2.555673637335126,3.602487076796611,-1.2668040853626958,0.005369698391749692,0.26664067003038416,0,0,0.25123229926871,0.08148395059781698,0.9734673200750471,0.21980483080943455,0.250223530381715,0.06362592881235908,0.9734673200750471,0.21980483080943455,0.0010087688869949707,0.017858021785457895,0.0
-1.029387670002317,-2.556345673647243,3.9330384074181675,-1.2707742905931436,0.05647852401203159,0.1515376161509491,0,0,0.2687156905760586,0.07723108095284564,0.9807920915160478,0.21912473511945987,0.2577632121892614,0.06709996796672713,0.9807920915160478,0.21912473511945987,0.010952478386797193,0.010131112986118518,0.0
