mu_loc,sigma_loc,beta_loc,alpha_loc,delta_mu_loc,delta_sigma_loc,delta_beta_loc,delta_alpha_loc,mu_post_err,sigma_post_err,beta_post_err,alpha_post_err,mu_post_cor,sigma_post_cor,beta_post_cor,alpha_post_cor,mu_diff,sigma_diff,beta_diff
-1.3549768144161223,-2.201236073470441,3.192836764434475,-1.881830452045712,0.0496445627358335,-0.15885506569088345,-0.35121153331514565,0,0.2091338047838172,0.09273710422474155,0.9533465232530757,0.13217876548913107,0.2010412677861144,0.1069951466592855,0.9667035961584914,0.13217876548913107,0.00809253699770282,-0.014258042434543955,-0.013357072905415768
-1.2547112059296135,-2.0314060134911607,3.1327284779472695,-1.7109208783606178,0.0973595689445137,-0.3263812880926947,-0.3556119344360893,0,0.23040399833202113,0.10023676152174474,0.9504956250545518,0.1530443117584624,0.2135948719927997,0.1337483542367548,0.9647884413181889,0.1530443117584624,0.016809126339221436,-0.03351159271501006,-0.014292816263637098
-1.3706153437381712,-2.0930675556261407,3.2769540175296568,-1.6783286460405042,0.09529432941277245,0.010997475151003687,-0.4718891103660916,0,0.21032488970773916,0.11031095054641374,0.9543927884387952,0.15731691055781183,0.19493411196614677,0.10923624802121323,0.9710525529138087,0.15731691055781183,0.015390777741592393,0.001074702525200505,-0.016659764475013494
-1.2963125880525137,-1.9511819869980207,3.1600247524501848,-1.4234605274690957,0.02354897670304125,0.16633709947211303,0.025098102679887095,0,0.21677872882240418,0.13377175177569256,0.9597890357067622,0.19411965521865382,0.2128071215115822,0.11564324863232948,0.9588091420904383,0.19411965521865382,0.003971607310821967,0.018128503143363076,0.0009798936163238903
-1.2477046678260113,-2.18973974423273,3.1975843202001184,-1.3888952870076139,0.06538946075275873,0.22136454886079843,-0.5186031750020801,0,0.2288158008857396,0.11114904980215518,0.9497067668719785,0.19958417655017097,0.2174822448362161,0.0910880156423872,0.9694358309432762,0.19958417655017097,0.011333556049523519,0.020061034159767982,-0.01972906407129771
-1.293204503182817,-2.1094907943550583,3.043113785066404,-1.570345016507538,0.09482430615573004,-0.1353034944858457,-0.23103842125116725,0,0.22342935292123375,0.10182195743139845,0.9491937988473365,0.17216721246518377,0.20740866795377227,0.11487960106161624,0.9592475414477486,0.17216721246518377,0.01602068496746148,-0.013057643630217788,-0.010053742600412141
-1.3037276073352237,-2.2436897608734965,3.204177777141929,-1.4838594442888668,0.03048082486787141,-0.04668441873080125,-0.32362153758311735,0,0.2161089788480041,0.0938904132056883,0.9544518421699116,0.18484518064111527,0.21099003933422675,0.097938095143035,0.9666245173615531,0.18484518064111527,0.005118939513777343,-0.004047681937346698,-0.012172675191641447
-1.2648296477969336,-2.196294151436589,3.006689378499852,-1.5964867242895893,0.14861666640633878,-0.007691432534624926,-0.08189003438372353,0,0.2331657120364197,0.09973792965697675,0.9510023577098939,0.16847321653545666,0.2076518530109266,0.10043067476188539,0.9546802866827295,0.16847321653545666,0.025513859025493107,-0.000692745104908632,-0.003677928972835587
-1.3180935368925515,-1.9826552057597842,3.2315439151147594,-1.8792880838215278,0.059918685314647314,0.09591051007719363,-0.3315826982764393,0,0.21616878523214034,0.12623127862751285,0.9554577584224444,0.13247066710326147,0.20618888447875497,0.11602629597119679,0.9676211518616074,0.13247066710326147,0.009979900753385368,0.010204982656316058,-0.01216339343916295
-1.293578245870096,-1.9729542916770073,3.5234250551014075,-1.5414021977426586,0.12943089241284905,-0.0018431625912095585,-0.40015053023554537,0,0.22638052436186729,0.12197318882391782,0.9652212167126905,0.17633152893651202,0.20451776198367763,0.1221707212449219,0.976420147205945,0.17633152893651202,0.021862762378189654,-0.00019753242100407908,-0.0111989304932546
-1.277058567376649,-2.1715380103849333,2.9698618261706944,-1.5953653414434728,0.08927944766535642,0.09455000427515713,-0.7089521583413793,0,0.2257583519558216,0.1067608553058865,0.931845239951489,0.16863036945725451,0.21053588084183197,0.09807374953839294,0.9652543717302446,0.16863036945725451,0.015222471113989638,0.008687105767493555,-0.033409131778755596
-1.2445301583404402,-2.2757301579001097,3.2118274744679756,-1.4781383900400342,0.04364865250111394,-0.04470106547157966,-0.29573490386986734,0,0.22746062495931044,0.09128204217725397,0.9553814086321174,0.1857087691585007,0.2198819428586956,0.09505834378421234,0.9664208780115779,0.1857087691585007,0.007578682100614825,-0.0037763016069583683,-0.011039469379460543
-1.2648161143923415,-2.2345435390972956,3.0389892750719194,-1.5262099545138554,0.17915471520593146,-0.25805671499074195,-0.41941029158026416,0,0.235909360113112,0.0859930342596737,0.9442379215519742,0.17854889158865472,0.20515302104844346,0.10856192927828379,0.962626170160092,0.17854889158865472,0.030756339064668542,-0.02256889501861009,-0.01838824860811783
-1.3565184143041484,-2.045564686440086,3.332270806817048,-1.573607521509336,-0.09993472836958871,0.1884867126033815,-0.46658930508797003,0,0.1967889331119455,0.12440935204889397,0.9568504926650871,0.1717027189892389,0.21306455053018078,0.10528747091382432,0.9724968277070082,0.1717027189892389,-0.016275617418235272,0.019121881135069657,-0.015646335041921033
-1.257990585649822,-2.119902534790655,3.4037241055794616,-1.500666307780094,0.08328318106442968,-0.37191693941057846,-0.28675962430023993,0,0.22857959774247125,0.09063871700352974,0.9630430464517037,0.18232616739269442,0.2142269276120789,0.12631467405978491,0.9719987105708277,0.18232616739269442,0.014352670130392348,-0.035675957056255175,-0.008955664119123963
-1.3240307466623178,-2.0879457908229013,3.0355941245388074,-1.4738962936949427,0.10601897600046972,0.02555130882132856,-0.3805021037881686,0,0.21908247957038143,0.11153367958491539,0.9450774604762964,0.18635111875583343,0.20148477171657753,0.1090267203116645,0.961795376391722,0.18635111875583343,0.017597707853803907,0.002506959273250897,-0.016717915915425596
-1.2585840994046897,-2.3139981263781055,3.1597930993286147,-1.7064843394485512,0.1941725496867066,-0.12283477514344247,-0.2651891489046939,0,0.23839522916929426,0.08506669983202633,0.9537878503587192,0.15362026931457595,0.20494488104295133,0.09512708802552806,0.9641667379169696,0.15362026931457595,0.03345034812634293,-0.010060388193501732,-0.01037888755825045
-1.236409511231294,-2.1601035202547334,3.0744021513354505,-1.6456520484244272,0.2152860196136003,-0.0962415654192383,-0.37660071003966394,0,0.24438881052893202,0.09901437128952957,0.9471551072232473,0.1616974538728166,0.20684441287273594,0.10793760629491757,0.9631268863431721,0.1616974538728166,0.03754439765619608,-0.008923235005387997,-0.015971779119924867
-1.2134249175712266,-2.05176738272338,3.189140676560306,-1.4641926631881135,0.18549990041612224,-0.047789493553994866,-0.4286363714630408,0,0.245886105500344,0.11148493537933987,0.9514236424198682,0.18782690573444008,0.21312763109694619,0.11630739410173466,0.967812458585605,0.18782690573444008,0.032758474403397825,-0.004822458722394785,-0.01638881616573684
-1.3518746805041204,-2.1601676628455087,3.185367495308542,-1.7014207166403141,0.01664642032677893,-0.0006561612673826045,-0.3220937747670933,0,0.20692662722520694,0.10335450071152154,0.953660835813495,0.15427980240161362,0.20420814174804658,0.10341532454480329,0.965987223769354,0.15427980240161362,0.0027184854771603595,-6.082383328175067e-05,-0.012326387955858942
-1.2731085549524583,-2.248511854042983,2.9661886576435306,-1.5336851044601907,0.16044948800403636,-0.12180441739881687,-0.4582006553755933,0,0.23274356527262735,0.09034628771720181,0.9391799918932127,0.17745515067682602,0.20532595248016916,0.10086867809947059,0.9606566079969557,0.17745515067682602,0.02741761279245819,-0.010522390382268779,-0.021476616103743074
-1.2463773618953966,-2.090246610083215,3.2480631031815035,-1.3221690553963352,0.09206017163069924,0.26376590271579653,-0.1729625130214027,0,0.23141344377803758,0.12364424636091854,0.9593626610483662,0.21045764554227833,0.21544560407487412,0.09778077405192237,0.9655950588250438,0.21045764554227833,0.015967839703163456,0.025863472308996174,-0.006232397776677612
-1.307887726558447,-2.2191530778346573,2.926601796992421,-1.5913884286812547,0.05547568591065459,-0.24586204353271807,-0.38625347735210036,0,0.2175247111517477,0.08769703047194725,0.9389732706235332,0.16918864440760484,0.20823035250360492,0.10946455998384504,0.957699232120654,0.16918864440760484,0.009294358648142792,-0.021767529511897782,-0.018725961497120802
-1.2891233817456338,-2.1544844412861335,3.2899435249379314,-1.6281955688342866,0.0666280209034434,0.19800996642999127,-0.38615572577099977,0,0.2216961290659174,0.11349988232977466,0.9567632713841647,0.16407770016922174,0.2104130607616439,0.09504889901760154,0.9702007963847639,0.16407770016922174,0.011283068304273502,0.018450983312173125,-0.013437525000599138
-1.2691042624973579,-2.100065784175569,3.071625684581496,-1.6534216939736608,0.07312824630442671,0.05512844128270282,-0.5639016404015527,0,0.22573715118380558,0.11179839318505215,0.9421153163110388,0.1606470339433642,0.21321258264086995,0.10644019336644737,0.9662217580380211,0.1606470339433642,0.012524568542935627,0.005358199818604775,-0.024106441726982286
-1.4540740312263687,-2.1494157535133063,3.045855392908912,-1.912894301059526,0.0796542020768327,-0.15359964861561157,-0.6827787011238119,0,0.19556506803603285,0.09742089888236596,0.9372896610970994,0.1286560415176835,0.18333691068056285,0.11178703723383275,0.9673035151338965,0.1286560415176835,0.012228157355470004,-0.014366138351466787,-0.030013854036797016
-1.265201276118058,-1.9950252301278881,3.260196288975375,-1.5816329509430975,0.054493820197429876,0.2252861602928981,-0.12245684969487103,0,0.22479225864175725,0.13211549441737208,0.9607954176247089,0.17056434065590526,0.2154387181740839,0.10835373313962413,0.9651565355008241,0.17056434065590526,0.009353540467673366,0.023761761277747956,-0.004361117876115261
-1.2584328915868543,-2.15304980521164,3.290538381564428,-1.559777125225849,0.09873163203233501,0.058421290126237646,-0.20699834120690555,0,0.22986616280617608,0.10680128145894323,0.9603436160440316,0.17367863042416792,0.21285543312608812,0.1013548558474606,0.9675176735524889,0.17367863042416792,0.01701072968008796,0.005446425611482633,-0.007174057508457232
-1.4311166542590932,-2.0731941286440176,3.3744003650970784,-1.806683590185167,0.09939770360700519,-0.044312002515286386,-0.19196268544253103,0,0.20078139098747552,0.10954958609907751,0.9636809900497455,0.14103942174489173,0.18530427351880166,0.11394752630485339,0.9698331880570329,0.14103942174489173,0.015477117468673862,-0.0043979402057758715,-0.0061521980072873905
-1.4500065290047035,-2.136205009984307,3.0544834962267267,-1.9296211470165907,0.08371603901160034,-0.17283705418122963,-0.6701743095998962,0,0.19652624927377757,0.0977372043301285,0.9381615220594846,0.12679251934555477,0.18364203381193375,0.11407395777324915,0.9673769976984019,0.12679251934555477,0.012884215461843818,-0.016336753443120647,-0.029215475638917354
-1.2738007561693991,-2.194874575926506,3.1033782838877038,-1.5423423208177087,0.15124224758264623,-0.048708859274582794,-0.39347966807233115,0,0.23179920806294108,0.09803695890549512,0.9481736252554627,0.1761950282092741,0.20596490342396487,0.10242920262478497,0.9644328626443761,0.1761950282092741,0.025834304638976208,-0.004392243719289854,-0.01625923738891344
