mu_loc,sigma_loc,beta_loc,alpha_loc,delta_mu_loc,delta_sigma_loc,delta_beta_loc,delta_alpha_loc,mu_post_err,sigma_post_err,beta_post_err,alpha_post_err,mu_post_cor,sigma_post_cor,beta_post_cor,alpha_post_cor,mu_diff,sigma_diff,beta_diff
-0.991568280847934,-2.5538922819133076,3.3683724654964857,-1.3968986378059987,0.05848602944260269,-0.18701284918855182,-0.18254768120345424,0,0.2764128794814059,0.0661495199354012,0.9636347479131211,0.19830871204469713,0.264869400120162,0.07868236126737675,0.9695175156481578,0.19830871204469713,0.011543479361243891,-0.012532841331975547,-0.005882767735036709
-1.0720659388278886,-2.284316280457584,3.46267723096673,-1.3908296975458854,-0.09509471452429848,0.25621792004650606,-0.6746949379474474,0,0.24608302020060902,0.10375259548647726,0.9579255648773026,0.19927533339604972,0.2641481706330247,0.08223010377664382,0.9781192576976309,0.19927533339604972,-0.01806515043241569,0.021522491709833447,-0.020193692820328235
-1.0523210198341753,-2.610417312563889,3.406102184038039,-1.6853127013764708,0.03749019304438021,-0.14770877249011927,-0.6472748612251944,0,0.26239142441647345,0.06390785129451153,0.9561636103859598,0.15639326055561453,0.25520039119617155,0.07333440255413914,0.9765633735349031,0.15639326055561453,0.007191033220301901,-0.009426551259627616,-0.020399763148943317
-1.0341831188003394,-2.6188358094351196,2.997727442755169,-1.538936780185767,0.10869496574908602,-0.3429338307176688,-0.4365075009022914,0,0.272924398301254,0.05785045342261556,0.9415564895975955,0.1766898888105632,0.2518950766523021,0.07963116990359277,0.9614312684175346,0.1766898888105632,0.021029321648951882,-0.021780716480977215,-0.019874778819939043
-1.0685256303972592,-2.5461020071544938,3.5209241960930138,-1.4236116908118446,-0.01066841999150601,0.11804646310462916,-0.5505167772571078,0,0.2546697425211431,0.07676898480504571,0.9625170568581046,0.19409600873976146,0.2567000426359092,0.0688092962121946,0.9780368776121672,0.19409600873976146,-0.0020303001147660704,0.007959688592851108,-0.015519820754062552
-1.1072448456350268,-2.4765888553375985,3.1407478027763256,-1.5594691954081976,0.055786967650013,-0.05164925779294749,-0.6211570648530376,0,0.25362878504251873,0.07568915890874008,0.9442845082701402,0.1737228272167551,0.24321408741772896,0.07938268074135613,0.9692706701852031,0.1737228272167551,0.010414697624789776,-0.0036935218326160507,-0.024986161915062866
-0.9903495282596776,-2.7693188911696027,3.346001333965295,-1.179473320567846,0.05502045908504611,0.13482858723877852,-0.48005144147127116,0,0.27631008025714016,0.06286106361402474,0.9571385613829066,0.23514690781388498,0.26544450336960584,0.05537116120618356,0.9730388496373168,0.23514690781388498,0.010865576887534312,0.007489902407841184,-0.015900288254410144
-1.0358048459170548,-2.5783749567742227,3.2437184045892646,-1.3017308457057113,0.04508852027420312,-0.03063463004447624,-0.5084545078308101,0,0.2663422338891415,0.06954547994190953,0.9520971077838214,0.2138738625767982,0.2576250690564557,0.07155414413727113,0.9706292604663301,0.2138738625767982,0.008717164832685809,-0.0020086641953615952,-0.01853215268250874
-1.0027936976166354,-2.776991070443918,3.7127221384114124,-1.4264009660278643,0.08086280457308731,-0.16948407320661021,-0.48111753908176336,0,0.2764054733761921,0.05407797735798418,0.9698852701034776,0.19366007488855247,0.2605281882390865,0.06343227507456439,0.981169750829681,0.19366007488855247,0.015877285137105568,-0.00935429771658021,-0.011284480726203472
-1.0548087334479856,-2.6253172577265387,3.4409883367317518,-1.3738719606084808,-0.030088641975080627,-0.23397871114889188,-0.5460675161507904,0,0.2554310301600575,0.06052261710977834,0.9596103820155836,0.20199499320833358,0.2611954532482242,0.07527642138621053,0.9762009337861037,0.20199499320833358,-0.005764423088166659,-0.014753804276432192,-0.016590551770520157
-1.0148903286073458,-2.551529308805378,3.499902309160733,-1.6026174789238168,0.0849221557425616,0.06191423440779095,-0.4871723007505268,0,0.2743965658989673,0.0744285179084197,0.9628994128480598,0.16761610394273949,0.2578159296205873,0.07027410494154343,0.976875994892757,0.16761610394273949,0.016580636278380023,0.00415441296687627,-0.013976582044697206
