,0
waic,-2989.084367067948
waic_se,60.93160409716458
p_waic,125.48722370515674
n_samples,8000
n_data_points,11228
warning,True
waic_i,"<xarray.DataArray 'waic_i' (log_lik_dim_0: 11228)>
array([-0.43380537, -0.05008062, -0.06724417, ..., -0.01517287,
       -0.01517268, -0.01517268])
Coordinates:
  * log_lik_dim_0  (log_lik_dim_0) int64 0 1 2 3 4 ... 11224 11225 11226 11227"
waic_scale,log
